,Date,Banks,M3 (Including Merger)_nan,1 Components (1.1.+1.2+1.3+1.4)_1.1 Currency with the Public,1 Components (1.1.+1.2+1.3+1.4)_1.2 Demand Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks (Including Merger),1 Components (1.1.+1.2+1.3+1.4)_1.4 ‘Other’ Deposits with Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.3 Net Foreign Exchange Assets of Banking Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.4 Government's Currency Liabilities to the Public,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5.1 Net Non-Monetary Liabilities of RBI,2 Sources (2.1+2.2+2.3+2.4-2.5)_nan
0,2023-12-15 00:00:00,239682765200000,240922469900000,32715769180000,24622420060000,181593623500000,182833328200000,750952415700,72757405480000,73765463380000,11133389200000,61624016280000,62632074180000,159499402500000,165253460800000,52305200000,159447097300000,165201155600000,52056479220000,322644751400,44953166720000,50475578220000,17370799300000,
1,2023-12-01 00:00:00,240392808700000,241653733300000,32501611230000,24757513840000,182377839800000,183638764400000,755843740500,73996376910000,75040003810000,11696871200000,62299505710000,63343132610000,159914308300000,165696235300000,52305200000,159862003100000,165643930100000,51264414940000,322644751400,45104936210000,50669565510000,16616027900000,
2,2023-11-17 00:00:00,238057285500000,239339628800000,32538666510000,24490835860000,180284140500000,181566483800000,743642640500,73688708170000,74753749070000,11023227000000,62665481170000,63730522070000,157814453900000,163620436900000,52398300000,157762055600000,163568038600000,50560485340000,319393281700,44315379020000,49904059620000,16086799400000,
3,2023-11-03 00:00:00,238158161800000,239476762000000,32065187910000,24308595460000,181041616800000,182360217000000,742761640500,74244615130000,75319954030000,11165028400000,63079586730000,64154925630000,157423612100000,163264557400000,52368300000,157371243800000,163212189100000,50190818440000,319393281700,44022925890000,49620609890000,15381219000000,
4,2023-10-20 00:00:00,236030638400000,237372588700000,32017222080000,23935413020000,179348603900000,180690554200000,729399400700,72732059890000,73844628190000,10185736500000,62546323390000,63658891690000,155879813900000,161744116100000,52448300000,155827365600000,161691667800000,49289572400000,316485858500,42187293570000,47822213770000,14728806300000,
5,2023-10-06 00:00:00,236826843000000,238217964500000,31880658410000,24385404710000,179826292200000,181217413700000,734487700700,73704671690000,74816298990000,11166417800000,62538253890000,63649881190000,154840130300000,160729314100000,52129300000,154788001000000,160677184800000,49469245600000,316485858500,41503690400000,47113380000000,14692199300000,
6,2023-09-22 00:00:00,233623009000000,235042976100000,31959758080000,23441314910000,177494527000000,178914494100000,727409048700,71797015150000,72926664950000,10105733300000,61691281850000,62820931650000,152900268200000,158824672800000,51175400000,152849092800000,158773497400000,49778782850000,313998627200,41167055850000,46801143150000,15075272500000,
7,2023-09-08 00:00:00,234782145000000,236220322200000,32092316590000,23344394800000,178627419300000,180065596500000,718014348700,74169742240000,75298403840000,12449681900000,61720060340000,62848721940000,151786279400000,157729557900000,44211600000,151742067800000,157685346300000,50039396650000,313998627200,41527271890000,47161034790000,15201156700000,
8,2023-08-25 00:00:00,233207524300000,234675485700000,32053023770000,23461990150000,176973639200000,178441600600000,718871248700,72745106330000,73872739530000,11852463700000,60892642630000,62020275830000,150524520400000,156546536600000,51860300000,150472660100000,156494676300000,49939991450000,313998627200,40316092430000,45997780430000,15103741000000,
9,2023-08-11 00:00:00,233301422900000,234786240300000,32150029150000,23205793260000,177227286600000,178712104000000,718313848700,73543896900000,74670524500000,12521882000000,61022014900000,62148642500000,149954706300000,155987673200000,41128200000,149913578100000,155946545000000,50650823450000,311481388200,41159485170000,46834262270000,15501637200000,
10,2023-07-28 00:00:00,232597954700000,234102546700000,32159026420000,23980783000000,175746912400000,177251504400000,711232895900,72248784180000,73374455880000,11970852900000,60277931280000,61403602980000,149305808300000,155408605500000,51441300000,149254367000000,155357164200000,50425282500000,311481388200,39693401710000,45417278610000,15438924800000,
11,2023-07-14 00:00:00,231436813000000,232976762100000,32366713890000,23215028190000,175108886300000,176648835400000,746184629600,72502375680000,73627060010000,12449139500000,60053236180000,61177920510000,148862274700000,154997377900000,40442000000,148821832700000,154956935900000,50787383830000,309246298600,41024467480000,46744305880000,15885239000000,
12,2023-06-30 00:00:00,234247480100000,,32346082990000,25902461930000,175212133200000,,786801995900,71903410020000,,12202513200000,59700896820000,,151234032900000,,53827900000,151180205000000,,49600706500000,309246298600,38799915690000,,14817974500000,
13,2023-06-16 00:00:00,228584130000000,,32696767540000,22999524970000,172200330600000,,687506908000,71676293960000,,12233231600000,59443062360000,,147628483700000,,48653900000,147579829800000,,50432414810000,306916348500,41459978720000,,15284116300000,
14,2023-06-02 00:00:00,230086497000000,,32827805500000,23237355330000,173329651900000,,691684308000,73145807670000,,14065087100000,59080720570000,,147475817800000,,37516500000,147438301300000,,50560273310000,306916348500,41402318100000,,15443317500000,
15,2023-05-19 00:00:00,227668099700000,,33713910070000,22609019970000,170665230100000,,679939608000,71359377810000,,12840676200000,58518701610000,,146330724700000,,58632000000,146272092700000,,50629694310000,304815560100,40956512660000,,15532901100000,
16,2023-05-05 00:00:00,228232192200000,,33669334210000,23186065710000,170694638200000,,682154008000,72283481610000,,14041986900000,58241494710000,,146564724400000,,221978300000,146342746100000,,50331570010000,304815560100,41252399400000,,16390302600000,
17,2023-04-21 00:00:00,226831993700000,,33464861750000,22817652180000,169866393900000,,683085808000,71655465770000,,14200993300000,57454472470000,,146115810800000,,217920300000,145897890500000,,49534727710000,302854765400,40776865340000,,16144616500000,
18,2023-04-07 00:00:00,227772675000000,,33003975250000,23615557100000,170439016500000,,714126108000,73698733430000,,15468098100000,58230635330000,,146003384700000,,203901900000,145799482800000,,49467389110000,302854765400,41699687060000,,16298077800000,
19,2023-03-31 00:00:00,223437603200000,,32764358980000,23205975450000,166689657100000,,777611708000,71655326420000,,14511255500000,57144070920000,,144296360700000,,265489600000,144030871100000,,49117656210000,302854765400,41934594810000,,15875648900000,
20,2023-03-24 00:00:00,223332268500000,,32783336220000,23205975450000,166689657100000,,653299708000,69160579720000,,12016508800000,57144070920000,,144234832100000,,203961000000,144030871100000,,49310902910000,300066805500,39674113010000,,16123599200000,
21,2023-03-10 00:00:00,222237213500000,,32580928850000,22588511440000,166425155400000,,642617808000,69799961740000,,12913006000000,56886955740000,,142935319100000,,187194100000,142748125000000,,46880144810000,300066805500,37678278880000,,14505099600000,
22,2023-02-24 00:00:00,220933313900000,,32227366580000,22925811190000,165138846600000,,641289508000,68542459760000,,12165247500000,56377212260000,,141883676800000,,125294100000,141758382700000,,47342572610000,300066805500,37135462120000,,14964021700000,
23,2023-02-10 00:00:00,219880014600000,,32070726750000,22308892060000,164862098800000,,638297008000,67845347510000,,12167267600000,55678079910000,,141551639900000,,118503400000,141433136500000,,47695935810000,297905317000,37510813940000,,15352278300000,
24,2023-01-27 00:00:00,218950342100000,,31697198820000,22967919340000,163647014400000,,638209537000,66573649270000,,11627287500000,54946361770000,,140724572000000,,112234500000,140612337500000,,47949659540000,297905317000,36595444060000,,15314595800000,
25,2023-01-13 00:00:00,218430787100000,,31637301530000,22162659470000,164007564500000,,623261637000,67538264980000,,12539315200000,54998949780000,,140017647600000,,37241900000,139980405700000,,47472359240000,296004962400,36893489620000,,15030133100000,
26,2022-12-30 00:00:00,218592346200000,,31222358390000,23419356690000,163321308700000,,629322437000,65654722080000,,11702533600000,53952188480000,,140468765900000,,198521500000,140270244400000,,47487861740000,296004962400,35315008520000,,14947887600000,
27,2022-12-16 00:00:00,214845185900000,,31276951640000,21732832350000,161193947300000,,641454609200,65251314690000,,10979570200000,54271744490000,,138888694200000,,142820200000,138745874000000,,47639188510000,293838958500,37227850440000,,15112722800000,
28,2022-12-02 00:00:00,216165901500000,,30883785910000,22304867210000,162324943200000,,652305109200,67389109230000,,13184971500000,54204137730000,,138453367800000,,197994700000,138255373100000,,46618351610000,293838958500,36588766130000,,14391960000000,
29,2022-11-18 00:00:00,213999213400000,,30936180440000,21920602280000,160435336200000,,707094409200,66127621100000,,12260470200000,53867150900000,,136793673700000,,146611100000,136647062600000,,45718034910000,292117194700,34932233580000,,13815454700000,
30,2022-11-04 00:00:00,214584440900000,,30830693790000,21977402970000,161068060100000,,708284000900,66087728170000,,12269857300000,53817870870000,,136566530000000,,126781300000,136439748700000,,44695646500000,292117194700,33057581050000,,12660663800000,
31,2022-10-21 00:00:00,213019492900000,,30887534300000,21672135410000,159759813600000,,700009600900,64446035730000,,10915476100000,53530559630000,,136204363700000,,189542800000,136014820900000,,44347177800000,290034982700,32268119300000,,12435939500000,
32,2022-10-07 00:00:00,213360645500000,,30633467100000,21856453150000,160173028200000,,697697100900,65590273290000,,11533437800000,54056835490000,,135922268700000,,184770100000,135737498600000,,44825412800000,290034982700,33267344180000,,12826528500000,
33,2022-09-23 00:00:00,210728961100000,,30445936200000,21209022270000,158448561100000,,625441500900,64376717090000,,10605472400000,53771244690000,,133757826000000,,296384000000,133461442000000,,44523325800000,287911263100,32216819070000,,12265233000000,
34,2022-09-09 00:00:00,211284963500000,,30726840930000,21093079380000,158849062700000,,615980500900,65834458800000,,11797660100000,54036798700000,,132972761300000,,298972500000,132673788800000,,44848352000000,287911263100,32658519840000,,12579847300000,
35,2022-08-26 00:00:00,210514226900000,,30624789850000,21639867300000,157677679200000,,571890600900,64713132490000,,11034843400000,53678289090000,,132066340600000,,329687000000,131736653600000,,45792549700000,287911263100,32345707160000,,13094295800000,
36,2022-08-12 00:00:00,210358474200000,,30921232400000,21165267420000,157702486600000,,569487800900,65137666200000,,11401137200000,53736529000000,,131657150700000,,258097000000,131399053700000,,46433220900000,286111491000,33155675110000,,13537283200000,
37,2022-07-29 00:00:00,210323479400000,,30637462960000,21832085480000,157281493800000,,572437200900,64086641710000,,10985235100000,53101406610000,,131167872000000,,347063700000,130820808300000,,46490287900000,286111491000,31707433670000,,13328849700000,
38,2022-07-15 00:00:00,209108960200000,,31051342250000,20950807420000,156534887200000,,571923300900,64203222440000,,11309361400000,52893861040000,,130277985300000,,330793300000,129947192000000,,46747471600000,284510907500,32404230030000,,12829271700000,
39,2022-07-01 00:00:00,210405764700000,,30820948520000,21910078400000,157084063900000,,590673900900,64017776410000,,11427286800000,52590489610000,,131306477900000,,330913300000,130975564600000,,47434063800000,284510907500,32637064290000,,12811155100000,
40,2022-06-17 00:00:00,206638169500000,,31041507840000,20873403800000,154179708800000,,543549038300,62630588110000,,10818050200000,51812537910000,,128920342800000,,290809100000,128629533700000,,47135590440000,282928519100,32331280390000,,12125558700000,
41,2022-06-03 00:00:00,208198989200000,,30957741290000,21249311740000,155447742200000,,544193938300,63372816320000,,11928299000000,51444517320000,,128790756100000,,206126400000,128584629700000,,49207523140000,282928519100,33455034920000,,12683756500000,
42,2022-05-20 00:00:00,206823070500000,,31179602900000,21263100780000,153842087600000,,538279238300,62645525200000,,11963245000000,50682280200000,,127697269500000,,152745300000,127544524200000,,48950168140000,281599225300,32751491620000,,12530403200000,
43,2022-05-06 00:00:00,208114661800000,,31221702190000,21585117890000,154748123300000,,559718350500,64008710610000,,12702754100000,51305956510000,,127633711600000,,77745300000,127555966300000,,48399460550000,281599225300,32208820260000,,12212253800000,
44,2022-04-22 00:00:00,207120479500000,,30931588040000,21354589520000,154258620900000,,575681050500,64115908180000,,13437614400000,50678293780000,,126829613300000,,106471900000,126723141400000,,48482893850000,280129777400,32588065640000,,12656581500000,
45,2022-04-08 00:00:00,207062153100000,,29672013580000,21685985100000,155126157100000,,577997350500,65155907140000,,14617627600000,50538279540000,,126971135800000,,137659400000,126833476400000,,48402629150000,280129777400,33747648750000,,12689604200000,
46,2022-03-31 00:00:00,204937291900000,,30356888230000,22129917040000,151866045500000,,584441050500,64776292840000,,14505963800000,50270329040000,,126165202200000,,165705400000,125999496800000,,48540627550000,280129777400,34824960500000,,13085003000000,
47,2022-03-25 00:00:00,204895973100000,,30376218430000,22129917040000,151866045500000,,523792050500,62042113040000,,11771784000000,50270329040000,,126100419900000,,100923100000,125999496800000,,49630827650000,280129777400,33157517300000,,13469602000000,
48,2022-03-11 00:00:00,202789749500000,,30188794140000,20440719250000,151643436000000,,516800150500,63399251170000,,12944846500000,50454404670000,,124210763600000,,20863100000,124189900500000,,49048429250000,278818631000,34147513200000,,13879178100000,
49,2022-02-25 00:00:00,201835281600000,,29805649600000,21030563780000,150451544100000,,547524150500,62320042430000,,12679122300000,49640920130000,,123503015200000,,18533000000,123484482200000,,48818151150000,278818631000,33084745810000,,13243829800000,
50,2022-02-11 00:00:00,200860044300000,,29757082880000,20324495390000,150252620900000,,525845050500,61579857180000,,11921177400000,49658679780000,,122700463000000,,19573000000,122680890000000,,48741186350000,277641278400,32439103560000,,13250445300000,
51,2022-01-28 00:00:00,199476841100000,,29319209280000,20504970600000,149126283400000,,526377850500,59341512260000,,10587059900000,48754452360000,,121749038800000,,28742400000,121720296400000,,48413895950000,277641278400,30305247190000,,12919156400000,
52,2022-01-14 00:00:00,199073472000000,,29347122520000,19671409990000,149558573900000,,496365650500,60843439860000,,11610535100000,49232904760000,,121114822700000,,51403000000,121063419700000,,48363287050000,276642721700,31524720280000,,13019094200000,
53,2021-12-31 00:00:00,201140363400000,,28811151300000,22060524130000,149758234000000,,510454050500,61007160190000,,11943346600000,49063813590000,,122909418300000,,20943000000,122888475300000,,48495077950000,276642721700,31547935710000,,13070416900000,
54,2021-12-17 00:00:00,197414029400000,,28943253110000,19942752720000,148043463500000,,484560004600,60244779260000,,11272301500000,48972477760000,,119111301600000,,19452900000,119091848700000,,50387439400000,275387510300,32604878430000,,14176967500000,
55,2021-12-03 00:00:00,198172617100000,,28762139270000,20071083410000,148857048900000,,482345504600,62865355140000,,13099459600000,49765895540000,,118655696400000,,20672900000,118635023500000,,49799489500000,275387510300,33423311490000,,13472487700000,
56,2021-11-19 00:00:00,196456342606000,,28782462375000,19572543466000,147622723760000,,478613005000,60752852043000,,11939639000000,48813213043000,,118699255596000,,46342900000,118652912696000,,49603537505000,274410632000,32873713170000,,13279078000000,
57,2021-11-05 00:00:00,199136872351000,,28793260078000,21100411848000,148764379420000,,478821005000,61702191042000,,11868054500000,49834136543000,,118738595443000,,21402900000,118717192543000,,49756953105000,274410632000,31335277870000,,13376020700000,
58,2021-10-22 00:00:00,195231141912000,,28256980512000,19585299601000,146917210094000,,471651705000,59772369807000,,10431031600000,49341338207000,,117498150046000,,19797900000,117478352146000,,50047767805000,272926309000,32360072054000,,13731219800000,
59,2021-10-08 00:00:00,195678610696000,,28305966249000,19194923222000,147700345919000,,477375305000,61272034179000,,11386343100000,49885691079000,,117223408544000,,44337900000,117179070644000,,49987624805000,272926309000,33077383141000,,13740516400000,
60,2021-09-24 00:00:00,193962887573000,,28150169106000,19584976388000,145758742495000,,468999585000,60764768138000,,11185107400000,49579660738000,,116662766279000,,57964100000,116604802179000,,49259922885000,272926309000,32997496037000,,13151852100000,
61,2021-09-10 00:00:00,194028070005000,,28441025943000,18882488815000,146237333483000,,467221764000,62560824542000,,12518247000000,50042577542000,,116241438714000,,70004100000,116171434614000,,49047624964000,272097366000,34093915580000,,13226285200000,
62,2021-08-27 00:00:00,193304270815000,,28308254160000,19262004473000,145272454017000,,461558164000,60793142448000,,11912320600000,48880821848000,,116101712806000,,86159800000,116015553006000,,48578090364000,272097366000,32440772169000,,13167095500000,
63,2021-08-13 00:00:00,194073026214000,,28543674739000,19317706886000,145752652325000,,458992264000,60961126720000,,11884271500000,49076855220000,,116012956585000,,86979800000,115925976785000,,49212514364000,271239200000,32384810655000,,13490508800000,
64,2021-07-30 00:00:00,193727756462000,,28391343355000,19707011375000,145168434733000,,460967000000,60554595701000,,11169728000000,49384867701000,,116245684681000,,85730200000,116159954481000,,49389016000000,271239200000,32732779119000,,13828277100000,
65,2021-07-16 00:00:00,193763892120000,,28746226568000,19841198376000,144677314297000,,499152879000,60490001447000,,10977760800000,49512240647000,,115924967567000,,96330200000,115828637367000,,48907755279000,270525137000,31829357310000,,13844351900000,
66,2021-07-02 00:00:00,193133327277000,,28747289285000,18864839564000,145033773949000,,487424479000,60696890762000,,11086326000000,49610564762000,,116431819312000,,96320400000,116335498912000,,48742118279000,270525137000,33008026213000,,13833701000000,
67,2021-06-18 00:00:00,191695650934000,,28872602679000,18874518006000,143446585466000,,501944783000,59214921418000,,10495214100000,48719707318000,,115527941167000,,57486000000,115470455167000,,47779032483000,269952310000,31096196445000,,13498090100000,
68,2021-06-04 00:00:00,191744095803000,,28770860036000,18663429519000,143810996564000,,498809683000,60253399082000,,11083210900000,49170188182000,,115533407008000,,19636000000,115513771008000,,47765840883000,269952310000,32078503480000,,13289804400000,
69,2021-05-21 00:00:00,190121256891000,,28612643788000,18309623538000,142714478081000,,484511483000,58632932259000,,10251987800000,48380944459000,,115431467547000,,14346000000,115417121547000,,46781890383000,269730331000,30994763629000,,13324830500000,
70,2021-05-07 00:00:00,190400683487000,,28381838743000,18551213658000,142978673803000,,488957283000,60113758203000,,11534014600000,48579743603000,,115883691768000,,59768700000,115823923068000,,46927326583000,269730331000,32793823399000,,14405415900000,
71,2021-04-23 00:00:00,189190371237000,,28028043155000,18625498370000,142081742728000,,455086983000,59116842874000,,11440516200000,47676326674000,,115820393878000,,86715200000,115733678678000,,47408354483000,269126110000,33424346108000,,15140822700000,
72,2021-04-09 00:00:00,189804152978000,,27869274873000,18778493223000,142693466100000,,462918783000,60859736176000,,12460427900000,48399308276000,,116095903471000,,86715200000,116009188271000,,46983849783000,269126110000,34404462562000,,14758371200000,
73,2021-03-31 00:00:00,188445777530000,,27518284540000,19951201090000,140502784010000,,473507880000,58503740212460,,10996855000000,47506885212460,,116684663478380,,87089200000,116597574278380,,45788462583400,269126109530,32800214849450,,13566597400000,
74,2021-03-26 00:00:00,188494509834000,,27567051643000,19951201093000,140502784015000,,473473083000,57327511912000,,9820626700000,47506885212000,,116682814978000,,85240700000,116597574278000,,45608989383000,269126110000,31393932549000,,13319573800000,
75,2021-03-12 00:00:00,186138152539000,,27594726970000,18190843527000,139894623558000,,457958483000,58311143973000,,10704903000000,47606240973000,,114539314885000,,85110700000,114454204185000,,45464023083000,268193990000,32444523393000,,13535005600000,
76,2021-02-26 00:00:00,185637641201000,,27350849611000,18244362947000,139594687359000,,447741283000,57706455640000,,10648272600000,47058183040000,,114337195903000,,86253600000,114250942303000,,46166406683000,268193990000,32840611016000,,14102688600000,
77,2021-02-12 00:00:00,184201020151000,,27455021441000,17530857699000,138782305695000,,432835315000,58521960600000,,11396377300000,47125583300000,,113613965987000,,84153600000,113529812387000,,45720630215000,267468772000,33923005424000,,14174010900000,
78,2021-01-29 00:00:00,184066657320000,,27072128990000,18142691465000,138419615393000,,432221472000,57354815129000,,10580477000000,46774338129000,,113614896711000,,86008700000,113528888011000,,46091255672000,267468772000,33261778965000,,14364300000000,
79,2021-01-15 00:00:00,182397306328000,,27170227176000,16961843150000,137839322530000,,425913472000,57181661259000,,10516651200000,46665010059000,,113009815098000,,93406800000,112916408298000,,45805606272000,266808071000,33866584372000,,14465509900000,
80,2021-01-01 00:00:00,183004097995000,,26747691854000,17447496303000,138384811266000,,424098572000,58266122325000,,11020526600000,47245595725000,,113609281553000,,114956600000,113494324953000,,45995032672000,266808071000,35133146626000,,14574289900000,
81,2020-12-18 00:00:00,180553719854000,,26815121717000,16866281767000,136454432208000,,417884161000,56372364280000,,9804730000000,46567634280000,,112048259866000,,112050000000,111936209866000,,45976152461000,266183440000,34109240193000,,14785770300000,
82,2020-12-04 00:00:00,181532859900000,,26778520830000,17136317270000,137199236000000,,418785829600,58249486500000,,10919960000000,47329526500000,,111546890700000,,108760000000,111438130700000,,45528493830000,266183440100,34058194600000,,14678150300000,
83,2020-11-20 00:00:00,179379388787000,,26735341029000,16329376790000,135895635138000,,419035830000,56915137159000,,10239470000000,46675667159000,,110923846378000,,121730000000,110802116378000,,45468553830000,265405230000,34193553809000,,14649440300000,
84,2020-11-06 00:00:00,179348542162000,,26376867534000,16158360105000,136396738694000,,416575830000,57160686764000,,9963460000000,47197226764000,,110795494511000,,149340000000,110646154511000,,45009973830000,265405230000,33883018172000,,14716030300000,
85,2020-10-23 00:00:00,178037392363000,,26195783777000,16256859536000,135177583319000,,407165731000,55872183079000,,9054540000000,46817643079000,,109996194728000,,147920000000,109848274728000,,44186713731000,264814085000,32282513261000,,14121210300000,
86,2020-10-09 00:00:00,178062362751000,,26091537959000,15909063625000,135633035436000,,428725731000,56298587406000,,9256010000000,47042577406000,,110055653717000,,148040000000,109907613717000,,43277283731000,264814085000,31833976187000,,13821730300000,
87,2020-09-25 00:00:00,177397645283000,,25852427250000,16969101218000,134147901083000,,428215731000,55183174877000,,8364300000000,46818874877000,,109339063275000,,147400000000,109191663275000,,42832993731000,264814085000,30222400685000,,13843840300000,See Notes on Tables
88,2020-09-11 00:00:00,177383647014000,,26002425204000,16346180037000,134614406042000,,420635731000,56178349967000,,9769990000000,46408359967000,,108895181594000,,138440000000,108756741594000,,42094612331000,264508801000,30049005680000,,14085990300000,
89,2020-08-28 00:00:00,176479718498000,,25831108975000,16592067849000,133656905943000,,399635731000,56137392167000,,10151460000000,45985932167000,,108762370882000,,115650000000,108646720882000,,42023762331000,264508801000,30708315683000,,14219490300000,
90,2020-08-14 00:00:00,175615144510000,,25938139160000,15842703128000,133438876491000,,395425731000,55347105096000,,9798440000000,45548665096000,,108791711723000,,116130000000,108675581723000,,42383642331000,264294739000,31171609378000,,14877700300000,
91,2020-07-31 00:00:00,176258030429000,,25762934988000,16487974053000,133610055657000,,397065731000,56099138569000,,10786620000000,45312518569000,,109416843253000,,115880000000,109300963253000,,42281642331000,264294739000,31803888462000,,15472640300000,
92,2020-07-17 00:00:00,174907811805000,,25802512639000,16125268561000,132587274875000,,392755731000,54991967172000,,10770330000000,44221637172000,,108777151045000,,118270000000,108658881045000,,41136562331000,264113236000,30261981978000,,14932610300000,
93,2020-07-03 00:00:00,175389114605000,,25717983083000,16308901175000,132960447616000,,401782731000,56350635177000,,11810170000000,44540465177000,,109613720457000,,118480000000,109495240457000,,40579959331000,264113236000,31419313595000,,14551210300000,
94,2020-06-19 00:00:00,173152457733000,,25628354461000,15729738309000,131407208129000,,387156834000,54999814891000,,11238960000000,43760854891000,,109002877919000,,71870000000,108931007919000,,40753683434000,263868647000,31867787158000,,15150010300000,
95,2020-06-05 00:00:00,173944047777000,,25444342633000,15968075942000,132062202368000,,469426834000,55705407785000,,11835450000000,43869957785000,,109090873316000,,67960000000,109022913316000,,39815517934000,263868647000,30931619905000,,14860360300000,
96,2020-05-22 00:00:00,172309082709000,,25127865946000,15647502161000,131118436159000,,415278442000,55515922549000,,12660000000000,42855922549000,,108744405597000,,56800000000,108687605597000,,39107959542000,263591435000,31322796415000,,14596430300000,
97,2020-05-08 00:00:00,172098467737000,,24738674402000,15655143160000,131321920953000,,382729221000,55762454805000,,13136720000000,42625734805000,,109045214903000,,78190000000,108967024903000,,38630440321000,263591435000,31603233727000,,14345000300000,
98,2020-04-24 00:00:00,170341327696000,,24246651980000,15760855244000,129938118756000,,395701717000,54159708765000,,12145170000000,42014538765000,,109232057001000,,61260000000,109170797001000,,38722362817000,263591435000,32036392322000,,14563640300000,
99,2020-04-10 00:00:00,169895489212000,,23895588145000,15964802974000,129640836375000,,394261717000,53654130135000,,11710480000000,41943650135000,,109905894274000,,76120000000,109829774274000,,38413712817000,263475166000,32341723180000,,14282260300000,
100,2020-03-31 00:00:00,167999634542145,,23497483748000,17376923307000,126740155771000,,385071717000,49603621139000,,9921920000000,39681701139000,,110386444399000,,131660000000,110254784399000,,38010362817000,263475166000,30264268980000,,13783420300000,
101,2020-03-27 00:00:00,167916294924000,,23417444130000,17376923307000,126740155771000,,381771717000,50623041139000,,10941340000000,39681701139000,,110370914399000,,116130000000,110254784399000,,37565672817000,263145548000,30906478980000,,13446710300000,
102,2020-03-13 00:00:00,165285901582000,,23102755573000,15760953471000,126060440821000,,361751717000,50387978254000,,10239250000000,40148728254000,,107964654805000,,37300000000,107927354805000,,37614650517000,263145548000,30944527543000,,13093370300000,
103,2020-02-28 00:00:00,164590268641000,,22554264119000,15788694501000,125901730304000,,345579717000,49839042399000,,9905390000000,39933652399000,,107594454011000,,37790000000,107556664011000,,36816688517000,263145548000,29923061835000,,12148790300000,
104,2020-02-14 00:00:00,163603638211000,,22578555123000,14812136802000,125878676569000,,334269717000,50040511986000,,9975470000000,40065041986000,,106950150441000,,41100000000,106909050441000,,36048708517000,262796662000,29698529395000,,11527700300000,
105,2020-01-31 00:00:00,164186245011000,,22187762015000,15491830351000,126168092928000,,338559717000,50145943977000,,10570370000000,39575573977000,,107566239695000,,63800000000,107502439695000,,35595738517000,262796662000,29384473839000,,11583860300000,
106,2020-01-17 00:00:00,162176036545000,,22155156489000,14531195348000,125157749407000,,331935300000,49998873590000,,10700180000000,39298693590000,,106655485340000,,62360000000,106593125340000,,34800724100000,262383652000,29541430138000,,11379210300000,
107,2020-01-03 00:00:00,162661583954000,,21792335959000,14894554323000,125638068371000,,336625300000,51333887753000,,11352090000000,39981797753000,,106974480501000,,62730000000,106911750501000,,35069184100000,262383652000,30978352053000,,11683850300000,
108,2019-12-20 00:00:00,160629780299000,,21806007521000,14739561521000,123744422143000,,339789115000,49196828767000,,9799210000000,39397618767000,,105996417344000,,67020000000,105929397344000,,34313387915000,261780996000,29138634722000,,11230960300000,
109,2019-12-06 00:00:00,161647718137000,,21845450047000,15006589153000,124472089823000,,323589115000,50396522664000,,10643680000000,39752842664000,,105822740662000,,68940000000,105753800662000,,34406596315000,261780996000,29239922499000,,11329170300000,
110,2019-11-22 00:00:00,159457485330000,,21724877720000,14479603944000,122929885551000,,323118115000,48908413776000,,9654380000000,39254033776000,,104682698746000,,71440000000,104611258746000,,34252215315000,261225553000,28647068059000,,11370910300000,
111,2019-11-08 00:00:00,159896038015000,,21761705955000,14418211296000,123397402650000,,318718115000,49698082495000,,10104590000000,39593492495000,,104631891564000,,73500000000,104558391564000,,33936385315000,261225553000,28631546911000,,11055710300000,
112,2019-10-25 00:00:00,159553619854000,,21618809349000,14775050219000,122847642171000,,312118115000,48521574318000,,9669590000000,38851984318000,,104571950864000,,76800000000,104495150864000,,33449565315000,260452150000,27249922792000,,10944900300000,
113,2019-10-11 00:00:00,158865648134000,,21302185727000,14571723771000,122663270521000,,328468115000,49055400719000,,9981860000000,39073540719000,,104038156123000,,76120000000,103962036123000,,33290015315000,260452150000,27778376173000,,10958380300000,
