,Quarter,Banks,Cash Funds_Domestic Operation,Cash Funds_Global Operation,Cash Funds_Overseas Operation,Due from Banks/FIs/CCPs_Domestic Operation,Due from Banks/FIs/CCPs_Global Operation,Due from Banks/FIs/CCPs_Overseas Operation,SLR/Approved Securities_Domestic Operation,SLR/Approved Securities_Global Operation,SLR/Approved Securities_Overseas Operation,Non-SLR Investments_Domestic Operation,Non-SLR Investments_Global Operation,Non-SLR Investments_Overseas Operation,Net Loans and Advances_Domestic Operation,Net Loans and Advances_Global Operation,Net Loans and Advances_Overseas Operation,Fixed Assets (net)_Domestic Operation,Fixed Assets (net)_Global Operation,Fixed Assets (net)_Overseas Operation,Other Assets_Domestic Operation,Other Assets_Global Operation,Other Assets_Overseas Operation,Total Assets_Domestic Operation,Total Assets_Global Operation,Total Assets_Overseas Operation,Paid-up Share Capital_Domestic Operation,Paid-up Share Capital_Global Operation,Paid-up Share Capital_Overseas Operation,Reserves &amp; Surplus_Domestic Operation,Reserves &amp; Surplus_Global Operation,Reserves &amp; Surplus_Overseas Operation,Total Deposits (a+b)_Domestic Operation,Total Deposits (a+b)_Global Operation,Total Deposits (a+b)_Overseas Operation,a. Customer Deposits (i+ii+iii+iv+v)_Domestic Operation,a. Customer Deposits (i+ii+iii+iv+v)_Global Operation,a. Customer Deposits (i+ii+iii+iv+v)_Overseas Operation,i. Current Deposits_Domestic Operation,i. Current Deposits_Global Operation,i. Current Deposits_Overseas Operation,ii. Savings Deposits_Domestic Operation,ii. Savings Deposits_Global Operation,ii. Savings Deposits_Overseas Operation,iii. Time Deposits_Domestic Operation,iii. Time Deposits_Global Operation,iii. Time Deposits_Overseas Operation,iV. NRI Deposits_Domestic Operation,iV. NRI Deposits_Global Operation,iV. NRI Deposits_Overseas Operation,V. Certificates of Deposits _Domestic Operation,V. Certificates of Deposits _Global Operation,V. Certificates of Deposits _Overseas Operation,b. Deposits of Banks  (i+ii)_Domestic Operation,b. Deposits of Banks  (i+ii)_Global Operation,b. Deposits of Banks  (i+ii)_Overseas Operation,i. Banks in India_Domestic Operation,i. Banks in India_Global Operation,i. Banks in India_Overseas Operation,ii. Overseas Banks_Domestic Operation,ii. Overseas Banks_Global Operation,ii. Overseas Banks_Overseas Operation,Total Borrowings_Domestic Operation,Total Borrowings_Global Operation,Total Borrowings_Overseas Operation,Other liabilities_Domestic Operation,Other liabilities_Global Operation,Other liabilities_Overseas Operation,Total capital &amp; Liabilities_Domestic Operation,Total capital &amp; Liabilities_Global Operation,Total capital &amp; Liabilities_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
644,2014Q1,SBM BANK (INDIA) LTD.,283700000,,,1829790000,,,3150512000,,,1644509000,,,5768579000,,,528185000,,,1057442000,,,14262717000,,,5089682000,,,501293000,,,7303104000,,,7280429000,,,333746000,,,142570000,,,1745203000,,,5058910000,,,0,,,22675000,,,22675000,,,,,,619149000,,,749489000,,,14262717000,,,1,0,0,0
645,2014Q1,SHINHAN BANK,2148243000,,,8901505000,,,6603053000,,,0,,,13101540000,,,27148000,,,541561000,,,31323050000,,,6331908000,,,2739970000,,,18567924000,,,18567924000,,,3099302000,,,448141000,,,15020481000,,,0,,,0,,,0,,,0,,,,,,2816005000,,,867243000,,,31323050000,,,1,0,0,0
646,2014Q1,SOCIETE GENERALE,1411938000,,,143991000,,,7512134000,,,0,,,26552663000,,,487742000,,,1130041000,,,37238509000,,,7071022000,,,1542647000,,,20499917000,,,20480432000,,,1453280000,,,14450000,,,19012702000,,,0,,,0,,,19485000,,,19485000,,,,,,7110369000,,,1014554000,,,37238509000,,,1,0,0,0
647,2014Q1,SONALI BANK,44817000,,,363938000,,,63197000,,,0,,,183755000,,,4545000,,,34037000,,,694289000,,,6148000,,,101807000,,,515032000,,,187178000,,,60607000,,,24067000,,,102504000,,,0,,,0,,,327854000,,,327854000,,,,,,0,,,71302000,,,694289000,,,1,0,0,0
648,2014Q1,STANDARD CHARTERED BANK,39982500000,,,28198400000,,,236944000000,,,50092200000,,,684227400000,,,18290000000,,,255436100000,,,1313170600000,,,38358000000,,,157100900000,,,721115300000,,,690627400000,,,141341500000,,,83657900000,,,271182700000,,,194445300000,,,0,,,30487900000,,,30487900000,,,,,,114870100000,,,281726300000,,,1313170600000,,,1,0,0,0
649,2014Q1,SUMITOMO MITSUI BANKING CORPORATION,628535000,,,3690383000,,,2694647000,,,0,,,8557710000,,,210462000,,,982819000,,,16764556000,,,10833825000,,,64640000,,,4208890000,,,4201831000,,,1296776000,,,1450000,,,2903605000,,,0,,,0,,,7059000,,,7059000,,,,,,979610000,,,677591000,,,16764556000,,,1,0,0,0
650,2014Q1,UBS AG,18755600000,,,3800000,,,241000000,,,0,,,0,,,19100000,,,2389900000,,,21409400000,,,19102400000,,,1955200000,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,0,,,351800000,,,21409400000,,,1,0,0,0
651,2014Q1,UNITED OVERSEAS BANK LTD,135418000,,,311044000,,,1049411000,,,150000,,,2133843000,,,30192000,,,100632000,,,3760690000,,,1549509000,,,-8976000,,,614066000,,,614066000,,,62682000,,,1134000,,,550250000,,,0,,,0,,,0,,,0,,,,,,1400214000,,,205877000,,,3760690000,,,1,0,0,0
652,2014Q1,WESTPAC BANKING CORPORATION,8233000,,,4819208000,,,17592332000,,,0,,,1750000000,,,57761000,,,1626054000,,,25853588000,,,8087300000,,,300301000,,,13254403000,,,13254403000,,,8957000,,,3346000,,,659950000,,,12582150000,,,0,,,0,,,0,,,,,,2200000000,,,2011584000,,,25853588000,,,1,0,0,0
653,2014Q1,WOORI BANK,174142000,,,4350877000,,,827800000,,,0,,,1397747000,,,43957000,,,77988000,,,6872511000,,,4153261000,,,150702000,,,2505247000,,,2505247000,,,361163000,,,64425000,,,2078574000,,,1085000,,,0,,,0,,,0,,,,,,0,,,63301000,,,6872511000,,,1,0,0,0
654,2014Q1,AXIS BANK LIMITED,170409000000,,,55797200000,,,689688200000,,,440751300000,,,1943339800000,,,23984800000,,,106713900000,,,3430684200000,,,4698400000,,,368131400000,,,2669134000000,,,2587480400000,,,450533700000,,,709569200000,,,1029272600000,,,279827200000,,,118277700000,,,81653600000,,,81653600000,,,,,,243322700000,,,145397700000,,,3430684200000,,,0,1,0,0
655,2014Q1,CITY UNION BANK LIMITED,10401100000,,,11395100000,,,53189700000,,,6363000000,,,160968400000,,,1644000000,,,5387600000,,,249348900000,,,542700000,,,19706600000,,,220168900000,,,219747700000,,,14413300000,,,23765200000,,,173291300000,,,8277900000,,,0,,,421200000,,,421200000,,,,,,3049800000,,,5880900000,,,249348900000,,,0,1,0,0
656,2014Q1,CSB BANK LIMITED,6239000000,,,4504000000,,,35084100000,,,16313800000,,,87047800000,,,1733400000,,,2288900000,,,153211000000,,,419000000,,,7281300000,,,136738600000,,,131744200000,,,3307800000,,,15913400000,,,88900200000,,,23622800000,,,0,,,4994400000,,,4994400000,,,,,,5555400000,,,3216700000,,,153211000000,,,0,1,0,0
657,2014Q1,DCB BANK LIMITED,5050700000,,,1845000000,,,28072000000,,,8270200000,,,81401900000,,,2386400000,,,2236300000,,,129262500000,,,2503200000,,,9006800000,,,103251600000,,,87305800000,,,9123800000,,,15331200000,,,56083100000,,,6767700000,,,0,,,15945800000,,,15945800000,,,,,,8601600000,,,5899300000,,,129262500000,,,0,1,0,0
658,2014Q1,FEDERAL BANK LTD,31043000000,,,14250900000,,,159229300000,,,83055400000,,,433154500000,,,4023300000,,,21304100000,,,746060500000,,,1710600000,,,67795200000,,,597312900000,,,589111800000,,,32569200000,,,85919300000,,,257448200000,,,206399700000,,,6775400000,,,8201100000,,,8201100000,,,,,,56879500000,,,22362300000,,,746060500000,,,0,1,0,0
659,2014Q1,HDFC BANK LTD.,253455891000,,,124604820000,,,946400300000,,,255638585000,,,2797067202000,,,29380351000,,,265119806000,,,4671666955000,,,4798101000,,,446465251000,,,3612314887000,,,3590711697000,,,600096032000,,,926664887000,,,1465286669000,,,581322767000,,,17341342000,,,21603190000,,,21603190000,,,,,,212566393000,,,395522323000,,,4671666955000,,,0,1,0,0
660,2014Q1,ICICI BANK LIMITED,218168007000,,,90353662000,,,952890179000,,,783687658000,,,2490066405000,,,47311003000,,,321756098000,,,4904233012000,,,11550446000,,,678212416000,,,3161544668000,,,3068087825000,,,382560821000,,,857788923000,,,1119738139000,,,497205041000,,,210794901000,,,93456843000,,,93456843000,,,,,,718390821000,,,334534661000,,,4904233012000,,,0,1,0,0
661,2014Q1,IDBI BANK LIMITED,127111134000,,,8685760000,,,622909677000,,,427309975000,,,1798818672000,,,29608563000,,,76271967000,,,3090715748000,,,16039393000,,,220059080000,,,2349874131000,,,2067744279000,,,203047011000,,,275023056000,,,1288606047000,,,26563788000,,,274504377000,,,282129852000,,,282129852000,,,,,,374671197000,,,130071947000,,,3090715748000,,,0,1,1,0
662,2014Q1,INDUSIND BANK LTD,44139156000,,,23555261000,,,152466860000,,,64149185000,,,551018400000,,,10164472000,,,25752487000,,,871245821000,,,5256386000,,,87564109000,,,605022853000,,,562609690000,,,92004146000,,,92401475000,,,230860135000,,,32288036000,,,115055898000,,,42413163000,,,42413163000,,,,,,147619570000,,,25782903000,,,871245821000,,,0,1,0,0
663,2014Q1,ING VYSYA BANK LTD,32951987000,,,25308692000,,,104979673000,,,62657720000,,,358288502000,,,4955161000,,,15420325000,,,604562060000,,,1886356000,,,68827088000,,,412167666000,,,373680566000,,,64054056000,,,63952552000,,,168884332000,,,14748219000,,,62041407000,,,38487100000,,,38487100000,,,,,,96684771000,,,24996179000,,,604562060000,,,0,1,0,0
664,2014Q1,JAMMU & KASHMIR BANK LTD,30456000000,,,11683000000,,,149549400000,,,112401300000,,,463846000000,,,5338000000,,,12923500000,,,786197200000,,,484900000,,,56751200000,,,693358600000,,,627756300000,,,66826900000,,,200727700000,,,310819000000,,,2291200000,,,47091500000,,,65602300000,,,65602300000,,,,,,17650000000,,,17952500000,,,786197200000,,,0,1,0,0
665,2014Q1,KARNATAKA BANK LTD,21527334000,,,1846690000,,,104578494000,,,48659444000,,,283393430000,,,1974810000,,,9216463000,,,471196665000,,,1884222000,,,28902003000,,,405828287000,,,405414042000,,,27462854000,,,72884872000,,,285334352000,,,19731964000,,,0,,,414245000,,,414245000,,,,,,19151911000,,,15430242000,,,471196665000,,,0,1,0,0
666,2014Q1,KARUR VYSYA BANK LTD,25461978000,,,1320349000,,,123750905000,,,10703660000,,,339921337000,,,3846956000,,,12410865000,,,517416050000,,,1071811000,,,32191635000,,,437576841000,,,432346558000,,,35776031000,,,52863108000,,,290959590000,,,10641269000,,,42106560000,,,5230283000,,,5230283000,,,,,,32933087000,,,13642676000,,,517416050000,,,0,1,0,0
667,2014Q1,KOTAK MAHINDRA BANK LTD.,28460020000,,,30316597000,,,176289165000,,,80520384000,,,530177642000,,,10681574000,,,21372111000,,,877817493000,,,3851555000,,,118899263000,,,590723294000,,,582909746000,,,82573718000,,,87723895000,,,279974388000,,,75380340000,,,57257405000,,,7813548000,,,7813548000,,,,,,128955756000,,,35387625000,,,877817493000,,,0,1,0,0
668,2014Q1,LAKSHMI VILAS BANK LTD,11920825000,,,1196044000,,,47885201000,,,9434365000,,,128891896000,,,1848572000,,,5786459000,,,206963362000,,,975607000,,,9487884000,,,185728821000,,,173511274000,,,9111633000,,,16898212000,,,144182771000,,,3318658000,,,0,,,12217547000,,,12217547000,,,,,,4581000000,,,6190050000,,,206963362000,,,0,1,0,0
669,2014Q1,NAINITAL BANK LTD,2191796000,,,14130769000,,,9288442000,,,2585768000,,,24082024000,,,189125000,,,706811000,,,53174735000,,,675000000,,,3777164000,,,46495805000,,,41302418000,,,2610492000,,,14250893000,,,24441033000,,,0,,,0,,,5193387000,,,5193387000,,,,,,1802000,,,2224964000,,,53174735000,,,0,1,0,0
670,2014Q1,RBL BANK LIMITED,9807335000,,,2115155000,,,39988691000,,,25191695000,,,98350473000,,,1343484000,,,5184495000,,,181981328000,,,4015426000,,,16132172000,,,115986021000,,,96632364000,,,16629961000,,,6705699000,,,61762281000,,,2114110000,,,9420313000,,,19353657000,,,19353657000,,,,,,38955438000,,,6892271000,,,181981328000,,,0,1,0,0
671,2014Q1,SOUTH INDIAN BANK LTD,22008082000,,,10171205000,,,114588895000,,,29128658000,,,362108067000,,,4122003000,,,7946968000,,,550073878000,,,1343948000,,,32336535000,,,474910898000,,,450537455000,,,18847947000,,,79366265000,,,245176703000,,,63519770000,,,43626770000,,,24373443000,,,24373443000,,,,,,27307771000,,,14174726000,,,550073878000,,,0,1,0,0
672,2014Q1,TAMILNAD MERCANTILE BANK LTD,10339027000,,,3764941000,,,59691731000,,,8122036000,,,171438499000,,,1168840000,,,5409290000,,,259934364000,,,2845000,,,22693122000,,,226456831000,,,215886544000,,,15644639000,,,26873346000,,,167722066000,,,4959579000,,,686914000,,,10570287000,,,10570287000,,,,,,2595817000,,,8185749000,,,259934364000,,,0,1,0,0
673,2014Q1,THE DHANALAKSHMI BANK LTD,6301600000,,,10451800000,,,37794300000,,,7028700000,,,79359600000,,,2123500000,,,3816400000,,,146875900000,,,1259300000,,,6103900000,,,121332100000,,,108801300000,,,8903000000,,,14713700000,,,71441600000,,,13743000000,,,0,,,12530800000,,,12530800000,,,,,,13355800000,,,4824800000,,,146875900000,,,0,1,0,0
674,2014Q1,YES BANK LTD.,45415700000,,,12696000000,,,224921600000,,,185692600000,,,556329700000,,,2934700000,,,63278400000,,,1091268700000,,,3606300000,,,67611000000,,,741920300000,,,676279900000,,,67706800000,,,81919400000,,,445105200000,,,28187900000,,,53360600000,,,65640400000,,,65640400000,,,,,,213142900000,,,64988200000,,,1091268700000,,,0,1,0,0
675,2014Q1,ALLAHABAD BANK,88343164000,,,28668111000,,,499921382000,,,143557988000,,,1321444147000,,,13095422000,,,36234300000,,,2131264514000,,,5446093000,,,110702497000,,,1891681099000,,,1880595971000,,,90274523000,,,507145248000,,,1104201364000,,,13544836000,,,165430000000,,,11085128000,,,11085128000,,,,,,57535543000,,,65899282000,,,2131264514000,,,0,0,1,0
676,2014Q1,ANDHRA BANK,79120600000,,,15285400000,,,393473800000,,,62919000000,,,1076442000000,,,4060700000,,,44934400000,,,1676235900000,,,5896100000,,,81478400000,,,1418451200000,,,1418149600000,,,74660700000,,,271950300000,,,858037700000,,,17288000000,,,196212900000,,,301600000,,,301600000,,,,,,131850900000,,,38559300000,,,1676235900000,,,0,0,1,0
677,2014Q1,BANK OF BARODA,183171022000,,,129124431000,,,955265800000,,,166430494000,,,2721689586000,,,24844905000,,,257701712000,,,4438227950000,,,4306763000,,,335639065000,,,3790540362000,,,3471487250000,,,257972683000,,,933808351000,,,1687449671000,,,398412739000,,,193843806000,,,319053112000,,,319053112000,,,,,,154263031000,,,153478729000,,,4438227950000,,,0,0,1,0
678,2014Q1,BANK OF INDIA,162211800000,,,141673200000,,,966292600000,,,124987800000,,,2596148900000,,,56383900000,,,276936200000,,,4324634400000,,,6430000000,,,292800800000,,,3635902200000,,,3519474800000,,,183310900000,,,841324200000,,,2016794700000,,,318124500000,,,159920500000,,,116427400000,,,116427400000,,,,,,248179400000,,,141322000000,,,4324634400000,,,0,0,1,0
679,2014Q1,BANK OF MAHARASHTRA,59913872000,,,1109099000,,,303146687000,,,70012005000,,,889203991000,,,14300178000,,,26177542000,,,1363863374000,,,8390958000,,,59410459000,,,1168030891000,,,1161834749000,,,105158849000,,,310058038000,,,684640612000,,,9438128000,,,52539122000,,,6196142000,,,6196142000,,,,,,89144735000,,,38886331000,,,1363863374000,,,0,0,1,0
680,2014Q1,BHARATIYA MAHILA BANK LTD.,56376000,,,5750009000,,,399170000,,,3734182000,,,885306000,,,89615000,,,259795000,,,11174453000,,,10000000000,,,122645000,,,866401000,,,856369000,,,60106000,,,68813000,,,727450000,,,0,,,0,,,10032000,,,10032000,,,,,,0,,,185407000,,,11174453000,,,0,0,1,0
681,2014Q1,CANARA BANK,221534200000,,,56642900000,,,1075943200000,,,184528200000,,,2818434900000,,,66319300000,,,121922800000,,,4545325500000,,,4612600000,,,291588500000,,,3988529200000,,,3949042600000,,,165443000000,,,785252900000,,,2399495200000,,,229837800000,,,369013700000,,,39486600000,,,39486600000,,,,,,149068200000,,,111527000000,,,4545325500000,,,0,0,1,0
682,2014Q1,CENTRAL BANK OF INDIA,119266300000,,,9003600000,,,679516900000,,,181967300000,,,1773151700000,,,28043900000,,,180654900000,,,2971604600000,,,40504400000,,,154008000000,,,2400750500000,,,2336544600000,,,118305600000,,,664740000000,,,1492956700000,,,60542300000,,,0,,,64205900000,,,64205900000,,,,,,248933400000,,,127408300000,,,2971604600000,,,0,0,1,0
683,2014Q1,CORPORATION BANK,137402076000,,,4988082000,,,516974612000,,,144937517000,,,1370862992000,,,4652680000,,,40666747000,,,2220484706000,,,1675419000,,,99175637000,,,1933930070000,,,1910742222000,,,148231887000,,,233015589000,,,1268110475000,,,70811801000,,,190572470000,,,23187848000,,,23187848000,,,,,,130214453000,,,55489127000,,,2220484706000,,,0,0,1,0
684,2014Q1,DENA BANK,62439502000,,,1287717000,,,293728213000,,,77149692000,,,775537748000,,,11166857000,,,32082330000,,,1253392059000,,,7878164000,,,66046730000,,,1100276878000,,,1067357975000,,,66346848000,,,238020342000,,,640132063000,,,29531413000,,,93327309000,,,32918903000,,,32918903000,,,,,,49109309000,,,30080978000,,,1253392059000,,,0,0,1,0
685,2014Q1,IDBI BANK LIMITED,127111134000,,,8685760000,,,622909677000,,,427309975000,,,1798818672000,,,29608563000,,,76271967000,,,3090715748000,,,16039393000,,,220059080000,,,2349874131000,,,2067744279000,,,203047011000,,,275023056000,,,1288606047000,,,26563788000,,,274504377000,,,282129852000,,,282129852000,,,,,,374671197000,,,130071947000,,,3090715748000,,,0,1,1,0
686,2014Q1,INDIAN BANK,77474300000,,,17398900000,,,381134300000,,,75627000000,,,1148565700000,,,28994600000,,,59509500000,,,1788704300000,,,4648500000,,,134062000000,,,1535168500000,,,1534688500000,,,65978500000,,,356293100000,,,897266100000,,,60877500000,,,154273300000,,,480000000,,,480000000,,,,,,47654100000,,,67171200000,,,1788704300000,,,0,0,1,0
687,2014Q1,INDIAN OVERSEAS BANK,117160336000,,,66018017000,,,593351173000,,,88639317000,,,1574259472000,,,23656104000,,,97753564000,,,2560837983000,,,12353483000,,,149264437000,,,2197307035000,,,2192992841000,,,131569134000,,,410260744000,,,1468412697000,,,103738241000,,,79012025000,,,4314194000,,,4314194000,,,,,,130330533000,,,71582495000,,,2560837983000,,,0,0,1,0
688,2014Q1,ORIENTAL BANK OF COMMERCE,99811500000,,,42877700000,,,463196800000,,,153053100000,,,1377027200000,,,12859700000,,,43664400000,,,2192490400000,,,2998500000,,,131308200000,,,1934889600000,,,1930779700000,,,118293800000,,,345417400000,,,1097389500000,,,36501300000,,,333177700000,,,4109900000,,,4109900000,,,,,,78636100000,,,44658000000,,,2192490400000,,,0,0,1,0
689,2014Q1,PUNJAB AND SIND BANK,48344909000,,,14903466000,,,216944789000,,,66521350000,,,572228123000,,,10027150000,,,16484216000,,,945454003000,,,4752842000,,,45360038000,,,847301648000,,,795888887000,,,43436491000,,,130351064000,,,534125062000,,,16577463000,,,71398807000,,,51412761000,,,51412761000,,,,,,23050423000,,,24989052000,,,945454003000,,,0,0,1,0
690,2014Q1,PUNJAB NATIONAL BANK,222334244000,,,109332589000,,,1126429036000,,,312787335000,,,3079211005000,,,33391885000,,,85469872000,,,4968955966000,,,3620699000,,,355332489000,,,4184727586000,,,4053810417000,,,283320626000,,,1412736396000,,,2108349994000,,,107163900000,,,142239501000,,,130917169000,,,130917169000,,,,,,288685314000,,,136589878000,,,4968955966000,,,0,0,1,0
691,2014Q1,STATE BANK OF BIKANER AND JAIPUR,67464000000,,,2602700000,,,165276300000,,,12226500000,,,641721000000,,,2641900000,,,16837400000,,,908769800000,,,700000000,,,52859200000,,,738747300000,,,729325200000,,,38672100000,,,238406800000,,,408879200000,,,15929200000,,,27437900000,,,9422100000,,,9422100000,,,,,,67063600000,,,49399700000,,,908769800000,,,0,0,1,0
692,2014Q1,STATE BANK OF HYDERABAD,66375940000,,,2472701000,,,319154535000,,,24660356000,,,956538010000,,,5199015000,,,41635291000,,,1416035848000,,,207500000,,,83486755000,,,1195097047000,,,1183538681000,,,96232606000,,,258382532000,,,762434357000,,,35096939000,,,31392247000,,,11558366000,,,11558366000,,,,,,63363856000,,,73880690000,,,1416035848000,,,0,0,1,0
693,2014Q1,STATE BANK OF INDIA,3392380000000,,,744314400000,,,12327952400000,,,2614350400000,,,39915373600000,,,305267600000,,,3813972000000,,,63113610400000,,,29862800000,,,4701426800000,,,52239357600000,,,51904806000000,,,4078230800000,,,18044199600000,,,25384062000000,,,4398313600000,,,0,,,334551600000,,,334551600000,,,,,,2417521200000,,,3725442000000,,,63113610400000,,,0,0,1,0
694,2014Q1,STATE BANK OF MYSORE,28588423000,,,823797000,,,159124101000,,,33884700000,,,494819489000,,,8603214000,,,15026555000,,,740870279000,,,480134000,,,45005856000,,,615603243000,,,609431630000,,,31407360000,,,171696135000,,,346492936000,,,2187715000,,,57647484000,,,6171613000,,,6171613000,,,,,,54739652000,,,25041394000,,,740870279000,,,0,0,1,0
695,2014Q1,STATE BANK OF PATIALA,81457700000,,,2039700000,,,214169700000,,,32010900000,,,759365700000,,,4106700000,,,48426400000,,,1141576800000,,,3678500000,,,57635600000,,,896731500000,,,894846900000,,,73122200000,,,203440600000,,,486670600000,,,28427900000,,,103185600000,,,1884600000,,,1884600000,,,,,,123862300000,,,59668900000,,,1141576800000,,,0,0,1,0
696,2014Q1,STATE BANK OF TRAVANCORE,44585684000,,,12005991000,,,235225731000,,,44187921000,,,694146151000,,,3390119000,,,19412590000,,,1052954187000,,,500000000,,,49081642000,,,893366819000,,,887066234000,,,25021857000,,,147492570000,,,447811479000,,,249630827000,,,17109501000,,,6300585000,,,6300585000,,,,,,68183748000,,,41821978000,,,1052954187000,,,0,0,1,0
697,2014Q1,SYNDICATE BANK,127119000000,,,22912900000,,,483146100000,,,71474200000,,,1414927700000,,,14658600000,,,57046300000,,,2191284800000,,,6245800000,,,113963700000,,,1869657900000,,,1782655300000,,,136802600000,,,404487400000,,,1109874100000,,,46249500000,,,85241700000,,,87002600000,,,87002600000,,,,,,132326400000,,,69091000000,,,2191284800000,,,0,0,1,0
698,2014Q1,UCO BANK,80360800000,,,16218800000,,,530468400000,,,128285700000,,,1367516000000,,,6539700000,,,58517600000,,,2187907000000,,,10147100000,,,97970900000,,,1827303200000,,,1548065400000,,,72579000000,,,335304000000,,,990998200000,,,57162600000,,,92021600000,,,279237800000,,,279237800000,,,,,,207121000000,,,45364800000,,,2187907000000,,,0,0,1,0
699,2014Q1,UNION BANK OF INDIA,184196400000,,,23344800000,,,698253400000,,,241387700000,,,2117297100000,,,25685000000,,,54409900000,,,3344574300000,,,7413100000,,,177340400000,,,2928117400000,,,2823893000000,,,214640500000,,,629476700000,,,1769606600000,,,150933600000,,,59235600000,,,104224400000,,,104224400000,,,,,,146241200000,,,85462200000,,,3344574300000,,,0,0,1,0
700,2014Q1,UNITED BANK OF INDIA,62697772000,,,45420633000,,,351004763000,,,100270255000,,,649715900000,,,9147083000,,,32793096000,,,1251049502000,,,13547481000,,,39279061000,,,1115097086000,,,1080786786000,,,67616733000,,,331542087000,,,651173687000,,,3254279000,,,27200000000,,,34310300000,,,34310300000,,,,,,44602361000,,,38523513000,,,1251049502000,,,0,0,1,0
701,2014Q1,VIJAYA BANK,55402076000,,,39174483000,,,333195979000,,,95141811000,,,815040322000,,,5289455000,,,32825946000,,,1376070072000,,,8591194000,,,50288045000,,,1242961592000,,,1239574776000,,,58816732000,,,169779764000,,,858950018000,,,21682822000,,,130345440000,,,3386816000,,,3386816000,,,,,,47447986000,,,26781255000,,,1376070072000,,,0,0,1,0
702,2014Q2,AB BANK LIMITED,15400000,,,800600000,,,282300000,,,28300000,,,628100000,,,7300000,,,217300000,,,1979300000,,,369800000,,,504500000,,,1083400000,,,236800000,,,56700000,,,8800000,,,171300000,,,0,,,0,,,846600000,,,846600000,,,,,,0,,,21600000,,,1979300000,,,1,0,0,0
703,2014Q2,ABU DHABI COMMERCIAL BANK PJSC,420308000,,,9538898000,,,3707264000,,,174900000,,,7906633000,,,65042000,,,677385000,,,22490430000,,,2170187000,,,1294943000,,,16357406000,,,16341366000,,,1138714000,,,497359000,,,619985000,,,14085308000,,,0,,,16040000,,,16040000,,,,,,1477570000,,,1190324000,,,22490430000,,,1,0,0,0
704,2014Q2,AMERICAN EXPRESS BANKING CORP.,710697000,,,1327219000,,,5444508000,,,0,,,22577665000,,,447200000,,,972545000,,,31479834000,,,7527444000,,,-3417613000,,,7942090000,,,7942090000,,,0,,,0,,,7942090000,,,0,,,0,,,0,,,0,,,,,,8827875000,,,10600038000,,,31479834000,,,1,0,0,0
705,2014Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,1499900000,,,7055400000,,,12022200000,,,0,,,17854600000,,,135000000,,,7313700000,,,45880800000,,,11311100000,,,491800000,,,17724100000,,,17696300000,,,1169700000,,,0,,,16526600000,,,0,,,0,,,27800000,,,27800000,,,,,,9019700000,,,7334100000,,,45880800000,,,1,0,0,0
706,2014Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",5458773000,,,3025852000,,,101853195000,,,5507712000,,,87856502000,,,571093000,,,57414400000,,,261687527000,,,9853492000,,,43790561000,,,95263819000,,,93173975000,,,38853193000,,,1397975000,,,52913619000,,,9188000,,,0,,,2089844000,,,2089844000,,,,,,54983914000,,,57795741000,,,261687527000,,,1,0,0,0
707,2014Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,307400000,,,899800000,,,2732600000,,,13500000,,,7928300000,,,44800000,,,409500000,,,12335900000,,,2928900000,,,1016000000,,,7344900000,,,7338000000,,,654500000,,,204300000,,,835800000,,,5643400000,,,0,,,6900000,,,6900000,,,,,,451200000,,,594900000,,,12335900000,,,1,0,0,0
708,2014Q2,BANK OF CEYLON,53595000,,,771910000,,,546892000,,,0,,,1747782000,,,11170000,,,413034000,,,3544383000,,,1149842000,,,825059000,,,1286359000,,,1029965000,,,180723000,,,51106000,,,270493000,,,527643000,,,0,,,256394000,,,256394000,,,,,,0,,,283123000,,,3544383000,,,1,0,0,0
