,Quarter,Banks,Cash Funds_Domestic Operation,Cash Funds_Global Operation,Cash Funds_Overseas Operation,Due from Banks/FIs/CCPs_Domestic Operation,Due from Banks/FIs/CCPs_Global Operation,Due from Banks/FIs/CCPs_Overseas Operation,SLR/Approved Securities_Domestic Operation,SLR/Approved Securities_Global Operation,SLR/Approved Securities_Overseas Operation,Non-SLR Investments_Domestic Operation,Non-SLR Investments_Global Operation,Non-SLR Investments_Overseas Operation,Net Loans and Advances_Domestic Operation,Net Loans and Advances_Global Operation,Net Loans and Advances_Overseas Operation,Fixed Assets (net)_Domestic Operation,Fixed Assets (net)_Global Operation,Fixed Assets (net)_Overseas Operation,Other Assets_Domestic Operation,Other Assets_Global Operation,Other Assets_Overseas Operation,Total Assets_Domestic Operation,Total Assets_Global Operation,Total Assets_Overseas Operation,Paid-up Share Capital_Domestic Operation,Paid-up Share Capital_Global Operation,Paid-up Share Capital_Overseas Operation,Reserves &amp; Surplus_Domestic Operation,Reserves &amp; Surplus_Global Operation,Reserves &amp; Surplus_Overseas Operation,Total Deposits (a+b)_Domestic Operation,Total Deposits (a+b)_Global Operation,Total Deposits (a+b)_Overseas Operation,a. Customer Deposits (i+ii+iii+iv+v)_Domestic Operation,a. Customer Deposits (i+ii+iii+iv+v)_Global Operation,a. Customer Deposits (i+ii+iii+iv+v)_Overseas Operation,i. Current Deposits_Domestic Operation,i. Current Deposits_Global Operation,i. Current Deposits_Overseas Operation,ii. Savings Deposits_Domestic Operation,ii. Savings Deposits_Global Operation,ii. Savings Deposits_Overseas Operation,iii. Time Deposits_Domestic Operation,iii. Time Deposits_Global Operation,iii. Time Deposits_Overseas Operation,iV. NRI Deposits_Domestic Operation,iV. NRI Deposits_Global Operation,iV. NRI Deposits_Overseas Operation,V. Certificates of Deposits _Domestic Operation,V. Certificates of Deposits _Global Operation,V. Certificates of Deposits _Overseas Operation,b. Deposits of Banks  (i+ii)_Domestic Operation,b. Deposits of Banks  (i+ii)_Global Operation,b. Deposits of Banks  (i+ii)_Overseas Operation,i. Banks in India_Domestic Operation,i. Banks in India_Global Operation,i. Banks in India_Overseas Operation,ii. Overseas Banks_Domestic Operation,ii. Overseas Banks_Global Operation,ii. Overseas Banks_Overseas Operation,Total Borrowings_Domestic Operation,Total Borrowings_Global Operation,Total Borrowings_Overseas Operation,Other liabilities_Domestic Operation,Other liabilities_Global Operation,Other liabilities_Overseas Operation,Total capital &amp; Liabilities_Domestic Operation,Total capital &amp; Liabilities_Global Operation,Total capital &amp; Liabilities_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
1589,2016Q3,INDIAN OVERSEAS BANK,140061819000,140252583000,190764000,170987664000,189563124000,18575460000,469844740000,499866609000,30021869000,121880373000,126909194000,5028821000,1317797195000,1447259472000,129462276000,25506285000,32135495000,6629210000,115499140000,118261842000,2762703000,2361577216000,2554248319000,192671103000,24547289000,24547289000,0,123041595000,127586374000,4544779000,2017857479000,2080579006000,62721527000,2016636525000,2079357682000,62721157000,100254508000,106522082000,6267574000,502725096000,504381313000,1656217000,1260530241000,1289975605000,29445364000,152161115000,177513117000,25352002000,965565000,965565000,0,1220954000,1221324000,370000,1220954000,1221324000,370000,0,0,0,138498127000,225299555000,86801428000,57632726000,96236095000,38603369000,2361577216000,2554248319000,192671103000,0,0,1,0
1590,2016Q3,ORIENTAL BANK OF COMMERCE,98861000000,98861000000,,15581200000,15581200000,,521832900000,521832900000,,134394500000,134394500000,,1428222700000,1428222700000,0,22773800000,22773800000,,101905500000,101905500000,0,2323571600000,2323571600000,0,3461700000,3461700000,,151477500000,151477500000,0,2015378400000,2015378400000,,2014161500000,2014161500000,,126092500000,126092500000,,399276100000,399276100000,,1380924800000,1380924800000,,51914800000,51914800000,,55953300000,55953300000,,1216900000,1216900000,,1199900000,1199900000,,17000000,17000000,,93080500000,93080500000,,60173500000,60173500000,0,2323571600000,2323571600000,0,0,0,1,0
1591,2016Q3,PUNJAB AND SIND BANK,44148680000,44148680000,,3273928000,3273928000,,213728964000,213728964000,,65465698000,65465698000,,600859963000,600859963000,0,11101701000,11101701000,,49499176000,49499176000,0,988078110000,988078110000,0,4004110000,4004110000,,56706487000,56706487000,0,872227195000,872227195000,,847049506000,847049506000,,41652625000,41652625000,,156797127000,156797127000,,523822711000,523822711000,,21349064000,21349064000,,103427979000,103427979000,,25177689000,25177689000,,25177689000,25177689000,,,0,,32935636000,32935636000,,22204682000,22204682000,0,988078110000,988078110000,0,0,0,1,0
1592,2016Q3,PUNJAB NATIONAL BANK,238189393000,238190712000,1319000,265474957000,474420361000,208945404000,1298901612000,1314311409000,15409797000,381822655000,411597527000,29774872000,3393923724000,3927138800000,533215133000,60701318000,60707464000,6146000,271312346000,275696426000,4384080000,5910326005000,6702062699000,791736751000,4255937000,4255937000,,419162876000,417917748000,-1245128000,5135444471000,5748841167000,613396696000,5053852150000,5071343424000,17491274000,341344770000,343858483000,2513713000,1801351054000,1801474724000,123670000,2646570038000,2659975688000,13405650000,260554674000,262002915000,1448241000,4031614000,4031614000,,81592321000,677497743000,595905422000,81592321000,177703002000,96110681000,,499794741000,499794741000,215373063000,368047173000,152674110000,136089658000,163000674000,26911073000,5910326005000,6702062699000,791736751000,0,0,1,0
1593,2016Q3,STATE BANK OF BIKANER AND JAIPUR,47720800000,47720800000,,1563000000,1563000000,,261912800000,261912800000,,22601300000,22601300000,,702312600000,702312600000,0,13570200000,13570200000,,46151500000,46151500000,0,1095832200000,1095832200000,0,700000000,700000000,,72238847000,72238847000,0,956892700000,956892700000,,953423100000,953423100000,,35538600000,35538600000,,326307800000,326307800000,,568961400000,568961400000,,20685300000,20685300000,,1930000000,1930000000,,3469600000,3469600000,,3469600000,3469600000,,,0,,30954100000,30954100000,,35046553000,35046553000,0,1095832200000,1095832200000,0,0,0,1,0
1594,2016Q3,STATE BANK OF HYDERABAD,67450779000,67450779000,,8503365000,8503365000,,380452310000,380452310000,,21975399000,21975399000,,1053953403000,1053953403000,0,17386100000,17386100000,,85466226000,85466226000,0,1635187582000,1635187582000,0,207500000,207500000,,108078945000,108078945000,0,1392402121000,1392402121000,,1366884677000,1366884677000,,123425439000,123425439000,,366050093000,366050093000,,811913239000,811913239000,,46927320000,46927320000,,18568586000,18568586000,,25517444000,25517444000,,25517444000,25517444000,,,0,,68794792000,68794792000,,65704224000,65704224000,0,1635187582000,1635187582000,0,0,0,1,0
1595,2016Q3,STATE BANK OF INDIA,3481198000000,3487689104000,6491104000,261302800000,2169422536000,1908119736000,20307995600000,20307995600000,,4220888800000,5620074960000,1399186160000,46273807068000,57342171256000,11068364188000,1692563200000,1709009500000,16446300000,4605022400000,4714084808000,109062408000,80842777868000,95350447764000,14507669896000,31051200000,31051200000,,6973258400000,7205935616000,232677216000,70737669200000,74359975988000,3622306788000,70414819200000,73878597608000,3463778408000,4346236800000,4346236800000,,24714446000000,24714446000000,,35732880400000,35732880400000,0,5621256000000,9085034408000,3463778408000,,,,322850000000,481378380000,158528380000,322850000000,322850000000,0,,158528380000,158528380000,2430353476000,9475044476000,7044691000000,670445592000,4278440484000,3607994892000,80842777868000,95350447764000,14507669896000,0,0,1,0
1596,2016Q3,STATE BANK OF MYSORE,38412557000,38412557000,,27113910000,27113910000,,188210818000,188210818000,,13009009000,13009009000,,523343008000,523343008000,0,9848393000,9848393000,,44187349000,44187349000,0,844125044000,844125044000,0,480134000,480134000,,45465335000,45465335000,0,744138231000,744138231000,,741785054000,741785054000,,33475917000,33475917000,,232321640000,232321640000,,472957080000,472957080000,,3030417000,3030417000,,,0,,2353177000,2353177000,,2353177000,2353177000,,,0,,28402873000,28402873000,,25638471000,25638471000,0,844125044000,844125044000,0,0,0,1,0
1597,2016Q3,STATE BANK OF PATIALA,45148800000,45148800000,,18438500000,18438500000,,285659100000,285659100000,,38979400000,38979400000,,768665200000,768665200000,0,14130300000,14130300000,,84057700000,84057700000,0,1255079000000,1255079000000,0,30615300000,30615300000,,52751600000,52751600000,0,1058610800000,1058610800000,,1036076200000,1036076200000,,36597400000,36597400000,,262408600000,262408600000,,645552000000,645552000000,,37297300000,37297300000,,54220900000,54220900000,,22534600000,22534600000,,22534600000,22534600000,,,0,,44030900000,44030900000,,69070400000,69070400000,0,1255079000000,1255079000000,0,0,0,1,0
1598,2016Q3,STATE BANK OF TRAVANCORE,51985926000,51985926000,,15059558000,15059558000,,306368208000,306368208000,,83036830000,83036830000,,649206034000,649206034000,0,9878476000,9878476000,,49390724000,49390724000,0,1164925756000,1164925756000,0,711042000,711042000,,51701930000,51701930000,0,1041974702000,1041974702000,,1037252412000,1037252412000,,34059534000,34059534000,,204007420000,204007420000,,426031408000,426031408000,,373154050000,373154050000,,,0,,4722290000,4722290000,,4722290000,4722290000,,,0,,37514705000,37514705000,,33023377000,33023377000,0,1164925756000,1164925756000,0,0,0,1,0
1599,2016Q3,SYNDICATE BANK,109445817000,109446067000,250000,168150828000,168354381000,203553000,599399448000,599399448000,,78782821000,86427003000,7644182000,1625004371000,2018686860000,393682489000,23541254000,23573398000,32144000,112707154000,62880744000,-49826410000,2717031693000,3068767901000,351736208000,9045394000,9045394000,,131611047000,130689074000,-921973000,2396852408000,2653422959000,256570551000,2323610913000,2350276220000,26665307000,101654602000,101654602000,,513254859000,513254859000,,1640914311000,1640914311000,0,67787141000,94452448000,26665307000,,,,73241495000,303146739000,229905244000,73241495000,73241495000,0,,229905244000,229905244000,107676795000,200950129000,93273334000,71846049000,74660345000,2814296000,2717031693000,3068767901000,351736208000,0,0,1,0
1600,2016Q3,UCO BANK,83166318000,83336962000,170644000,120914296000,155765545000,34851249000,587882642000,607696068000,19813426000,124309782000,124309782000,,1051074491000,1234202791000,183128300000,23505532000,28300960000,4795428000,216276062000,217949506000,1673444000,2207129123000,2451561614000,244432491000,14880300000,14880300000,,104827662000,109359891000,4532229000,1927527533000,2094855077000,167327544000,1810138158000,1892541006000,82402848000,68747564000,68747564000,,434394641000,434394641000,,1189021653000,1189021653000,0,72646800000,155049648000,82402848000,45327500000,45327500000,,117389375000,202314071000,84924696000,117389375000,117389375000,0,,84924696000,84924696000,76241392000,77536481000,1295089000,83652236000,154929865000,71277629000,2207129123000,2451561614000,244432491000,0,0,1,0
1601,2016Q3,UNION BANK OF INDIA,154448100000,154657700000,209600000,61376600000,128547400000,67170800000,941102600000,941102600000,,243157500000,243157500000,,2389324800000,2648803500000,259478700000,38326100000,38391100000,65000000,170560610000,171833010000,1272400000,3998296310000,4326492810000,328196500000,6874400000,6874400000,,226002210000,227547610000,1545400000,3547614200000,3614539300000,66925100000,3503876900000,3529829100000,25952200000,223627600000,223627600000,,879118500000,879118500000,,2209961600000,2209961600000,0,191169200000,217121400000,25952200000,,,,43737300000,84710200000,40972900000,43737300000,43737300000,0,,40972900000,40972900000,164270200000,375413300000,211143100000,53535300000,102118200000,48582900000,3998296310000,4326492810000,328196500000,0,0,1,0
1602,2016Q3,UNITED BANK OF INDIA,56263804000,56263804000,,20163751000,20163751000,,373854681000,373854681000,,128592179000,128592179000,,642072100000,642072100000,0,11910521000,11910521000,,72183775000,72183775000,0,1305040811000,1305040811000,0,10719615000,10719615000,,59908186000,59908186000,0,1179213423000,1179213423000,,1155151741000,1155151741000,,64822942000,64822942000,,433524130000,433524130000,,652832840000,652832840000,,3971829000,3971829000,,,0,,24061682000,24061682000,,21197879000,21197879000,,2863803000,2863803000,,24773303000,24773303000,,30426284000,30426284000,0,1305040811000,1305040811000,0,0,0,1,0
1603,2016Q3,VIJAYA BANK,59305038000,59305038000,,9317032000,9317032000,,362019393000,362019393000,,79765927000,79765927000,,899001888000,899001888000,0,12840543000,12840543000,,77820332000,77820332000,0,1500070153000,1500070153000,0,9988454000,9988454000,,69203987000,69203987000,0,1277850158000,1277850158000,,1225530294000,1225530294000,,59034525000,59034525000,,222032850000,222032850000,,766974905000,766974905000,,38044400000,38044400000,,139443614000,139443614000,,52319864000,52319864000,,52286670000,52286670000,,33194000,33194000,,110407800000,110407800000,,32619754000,32619754000,0,1500070153000,1500070153000,0,0,0,1,0
1604,2016Q4,AB BANK LIMITED,29800000,29800000,,1486900000,1486900000,,364700000,364700000,,,0,,331200000,331200000,0,10300000,10300000,,225000000,225000000,0,2447900000,2447900000,0,369800000,369800000,,637300000,637300000,0,1363800000,1363800000,,237300000,237300000,,29300000,29300000,,7100000,7100000,,189400000,189400000,,11500000,11500000,,,0,,1126500000,1126500000,,0,0,,1126500000,1126500000,,,0,,77000000,77000000,0,2447900000,2447900000,0,1,0,0,0
1605,2016Q4,ABU DHABI COMMERCIAL BANK PJSC,1156543000,1156543000,,3262535000,3262535000,,6186527000,6186527000,,0,0,,15701659000,15701659000,0,67204000,67204000,,752186000,752186000,0,27126654000,27126654000,0,2170187000,2170187000,,1657122000,1657122000,0,21058075000,21058075000,,20745404000,20745404000,,2791266000,2791266000,,146037000,146037000,,6397257000,6397257000,,5750483000,5750483000,,5660361000,5660361000,,312671000,312671000,,250000000,250000000,,62671000,62671000,,1314535000,1314535000,,926735000,926735000,0,27126654000,27126654000,0,1,0,0,0
1606,2016Q4,AMERICAN EXPRESS BANKING CORP.,1230697000,1230697000,,299069000,299069000,,15703019000,15703019000,,,0,,34442748000,34442748000,0,310961000,310961000,,1934768000,1934768000,0,53921262000,53921262000,0,11474884000,11474884000,,-3806743000,-3806743000,0,13708512000,13708512000,,13708512000,13708512000,,,0,,,0,,13708512000,13708512000,,,0,,,0,,,0,,,0,,,0,,8801289000,8801289000,,23743320000,23743320000,0,53921262000,53921262000,0,1,0,0,0
1607,2016Q4,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,3873974000,3873974000,,2480748000,2480748000,,18425871000,18425871000,,0,0,,12480609000,12480609000,0,131039000,131039000,,12082324000,12082324000,0,49474565000,49474565000,0,11311074000,11311074000,,1810837000,1810837000,0,21803545000,21803545000,,21686949000,21686949000,,4256041000,4256041000,,169000,169000,,17430739000,17430739000,,0,0,,0,0,,116596000,116596000,,0,0,,116596000,116596000,,1698127000,1698127000,,12850982000,12850982000,0,49474565000,49474565000,0,1,0,0,0
1608,2016Q4,"BANK OF AMERICA , NATIONAL ASSOCIATION",8209582000,8209582000,,120329806000,120329806000,,85067806000,85067806000,,0,0,,129817864000,129817864000,0,1028951000,1028951000,,-24616072000,-24616072000,0,319837937000,319837937000,0,9853492000,9853492000,,61982322000,61982322000,0,165801514000,165801514000,,163270636000,163270636000,,76871464000,76871464000,,1292797000,1292797000,,85099237000,85099237000,,7138000,7138000,,0,0,,2530878000,2530878000,,2386780000,2386780000,,144098000,144098000,,29202267000,29202267000,,52998342000,52998342000,0,319837937000,319837937000,0,1,0,0,0
1609,2016Q4,BANK OF BAHRAIN & KUWAIT B.S.C.,563614000,563614000,,375527000,375527000,,3608464000,3608464000,,173150000,173150000,,12797416000,12797416000,0,39939000,39939000,,791288000,791288000,0,18349398000,18349398000,0,2928863000,2928863000,,1257457000,1257457000,0,12748485000,12748485000,,12731034000,12731034000,,2605716000,2605716000,,381912000,381912000,,1461952000,1461952000,,8281454000,8281454000,,,0,,17451000,17451000,,47000,47000,,17404000,17404000,,800336000,800336000,,614257000,614257000,0,18349398000,18349398000,0,1,0,0,0
1610,2016Q4,BANK OF CEYLON,69289000,69289000,,507358000,507358000,,678846000,678846000,,,0,,2856427000,2856427000,0,11896000,11896000,,612848000,612848000,0,4736664000,4736664000,0,1350005000,1350005000,,883090000,883090000,0,1984514000,1984514000,,1659519000,1659519000,,228636000,228636000,,147144000,147144000,,626544000,626544000,,657195000,657195000,,,0,,324995000,324995000,,0,0,,324995000,324995000,,,0,,519055000,519055000,0,4736664000,4736664000,0,1,0,0,0
1611,2016Q4,BANK OF NOVA SCOTIA,2979253000,2979253000,,2679674000,2679674000,,42416263000,42416263000,,12449000,12449000,,33772746000,33772746000,0,67836000,67836000,,5681009000,5681009000,0,87609230000,87609230000,0,8394130000,8394130000,,8700768000,8700768000,0,37748038000,37748038000,,37735962000,37735962000,,3011975000,3011975000,,325236000,325236000,,33980296000,33980296000,,418455000,418455000,,,0,,12076000,12076000,,0,0,,12076000,12076000,,29644508000,29644508000,,3121786000,3121786000,0,87609230000,87609230000,0,1,0,0,0
1612,2016Q4,BARCLAYS BANK PLC,7228306000,7228306000,,239652000,239652000,,34733903000,34733903000,,18224435000,18224435000,,149691824000,149691824000,0,251958000,251958000,,62207777000,62207777000,0,272577855000,272577855000,0,52495224000,52495224000,,13117494000,13117494000,0,76059317000,76059317000,,75827211000,75827211000,,6870329000,6870329000,,694123000,694123000,,59683443000,59683443000,,3618595000,3618595000,,4960721000,4960721000,,232106000,232106000,,40500000,40500000,,191606000,191606000,,55532354000,55532354000,,75373466000,75373466000,0,272577855000,272577855000,0,1,0,0,0
1613,2016Q4,BNP PARIBAS,22096035000,22096035000,,9532163000,9532163000,,98319251000,98319251000,,25760179000,25760179000,,176677708000,176677708000,0,994497000,994497000,,70063746000,70063746000,0,403443579000,403443579000,0,21361289000,21361289000,,22743876000,22743876000,0,225150322000,225150322000,,211485200000,211485200000,,18860908000,18860908000,,496507000,496507000,,187419630000,187419630000,,4708155000,4708155000,,,0,,13665122000,13665122000,,13400773000,13400773000,,264349000,264349000,,56095543000,56095543000,,78092549000,78092549000,0,403443579000,403443579000,0,1,0,0,0
1614,2016Q4,CITIBANK N.A,167267414000,167267414000,,4362992000,4362992000,,482191110000,482191110000,,143077000,143077000,,594701137000,594701137000,0,15828400000,15828400000,,137415603000,137415603000,0,1401909733000,1401909733000,0,37438375000,37438375000,,171258382000,171258382000,0,994671466000,994671466000,,987606879000,987606879000,,336127535000,336127535000,,174318865000,174318865000,,341949172000,341949172000,,135211307000,135211307000,,0,0,,7064587000,7064587000,,1554000,1554000,,7063033000,7063033000,,77265220000,77265220000,,121276290000,121276290000,0,1401909733000,1401909733000,0,1,0,0,0
1615,2016Q4,COMMONWEALTH BANK OF AUSTRALIA,67826000,67826000,,1282793000,1282793000,,462325000,462325000,,,0,,16807000,16807000,0,1784000,1784000,,41427000,41427000,0,1872962000,1872962000,0,1855061000,1855061000,,-583868000,-583868000,0,509339000,509339000,,503589000,503589000,,2146000,2146000,,6151000,6151000,,24683000,24683000,,470609000,470609000,,,0,,5750000,5750000,,0,0,,5750000,5750000,,,0,,92430000,92430000,0,1872962000,1872962000,0,1,0,0,0
1616,2016Q4,COOPERATIEVE RABOBANK U.A.,994828000,994828000,,7908855000,7908855000,,8019816000,8019816000,,,0,,18961845000,18961845000,0,22256000,22256000,,-2158610000,-2158610000,0,33748990000,33748990000,0,12200775000,12200775000,,538190000,538190000,0,16475389000,16475389000,,16475389000,16475389000,,403514000,403514000,,272000,272000,,11762891000,11762891000,,,0,,4308712000,4308712000,,0,0,,0,0,,,0,,2438507000,2438507000,,2096129000,2096129000,0,33748990000,33748990000,0,1,0,0,0
1617,2016Q4,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,1568778000,1568778000,,1598845000,1598845000,,18791919000,18791919000,,0,0,,45675248000,45675248000,0,248165000,248165000,,49629983000,49629983000,0,117512938000,117512938000,0,9783701000,9783701000,,9193325000,9193325000,0,15332648000,15332648000,,15270688000,15270688000,,2669797000,2669797000,,42968000,42968000,,12297618000,12297618000,,260305000,260305000,,0,0,,61960000,61960000,,0,0,,61960000,61960000,,30292984000,30292984000,,52910280000,52910280000,0,117512938000,117512938000,0,1,0,0,0
1618,2016Q4,CREDIT SUISSE AG,1326729000,1326729000,,21439399000,21439399000,,18777985000,18777985000,,5333084000,5333084000,,10677547000,10677547000,0,3833000,3833000,,-6781883000,-6781883000,0,50776694000,50776694000,0,11350000000,11350000000,,8453238000,8453238000,0,19271138000,19271138000,,19271138000,19271138000,,553072000,553072000,,12532000,12532000,,8705468000,8705468000,,4947170000,4947170000,,5052896000,5052896000,,0,0,,0,0,,0,0,,8053825000,8053825000,,3648493000,3648493000,0,50776694000,50776694000,0,1,0,0,0
1619,2016Q4,"CTBC BANK CO., LTD.",242502000,242502000,,609719000,609719000,,1236896000,1236896000,,,0,,5585137000,5585137000,0,31753000,31753000,,287780000,287780000,0,7993787000,7993787000,0,3408500000,3408500000,,-644905000,-644905000,0,4453681000,4453681000,,4453681000,4453681000,,1439366000,1439366000,,29940000,29940000,,2981855000,2981855000,,2520000,2520000,,,0,,,0,,,0,,,0,,570256000,570256000,,206255000,206255000,0,7993787000,7993787000,0,1,0,0,0
1620,2016Q4,DBS BANK INDIA LTD.,17870681000,17870681000,,23525079000,23525079000,,132856320000,132856320000,,15176427000,15176427000,,209596968000,209596968000,0,610138000,610138000,,49951478000,49951478000,0,449587091000,449587091000,0,32113534000,32113534000,,13934701000,13934701000,0,243969223000,243969223000,,226228877000,226228877000,,16236499000,16236499000,,4529343000,4529343000,,144205769000,144205769000,,59318100000,59318100000,,1939166000,1939166000,,17740346000,17740346000,,13625324000,13625324000,,4115022000,4115022000,,106674928000,106674928000,,52894705000,52894705000,0,449587091000,449587091000,0,1,0,0,0
1621,2016Q4,DEUTSCHE BANK AG,36723387000,36723387000,,183880585000,183880585000,,115239303000,115239303000,,5114613000,5114613000,,357296599000,357296599000,0,1366039000,1366039000,,-16763073000,-16763073000,0,682857453000,682857453000,0,44971087000,44971087000,,69273369000,69273369000,0,435428449000,435428449000,,434272051000,434272051000,,161827511000,161827511000,,13783905000,13783905000,,238606608000,238606608000,,20054027000,20054027000,,0,0,,1156398000,1156398000,,26524000,26524000,,1129874000,1129874000,,91032668000,91032668000,,42151880000,42151880000,0,682857453000,682857453000,0,1,0,0,0
1622,2016Q4,DOHA BANK Q.P.S.C,475000000,475000000,,2910000000,2910000000,,3043700000,3043700000,,236500000,236500000,,4239600000,4239600000,0,443400000,443400000,,472800000,472800000,0,11821000000,11821000000,0,3042000000,3042000000,,120000000,120000000,0,8016200000,8016200000,,7682200000,7682200000,,184900000,184900000,,38300000,38300000,,126100000,126100000,,7332900000,7332900000,,0,0,,334000000,334000000,,0,0,,334000000,334000000,,475500000,475500000,,167300000,167300000,0,11821000000,11821000000,0,1,0,0,0
1623,2016Q4,FIRST ABU DHABI BANK PJSC,18616000,18616000,,815977000,815977000,,5781644000,5781644000,,,0,,2194000,2194000,0,84563000,84563000,,164335000,164335000,0,6867329000,6867329000,0,6770353000,6770353000,,-73961000,-73961000,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,78114000,78114000,,92823000,92823000,0,6867329000,6867329000,0,1,0,0,0
1624,2016Q4,FIRSTRAND BANK LTD,468542000,468542000,,327517000,327517000,,7855879000,7855879000,,3701562000,3701562000,,4170077000,4170077000,0,9694000,9694000,,1277899000,1277899000,0,17811170000,17811170000,0,6617140000,6617140000,,-3283484000,-3283484000,0,4803366000,4803366000,,4741143000,4741143000,,513215000,513215000,,480746000,480746000,,2775155000,2775155000,,476365000,476365000,,495662000,495662000,,62223000,62223000,,0,0,,62223000,62223000,,8576588000,8576588000,,1097560000,1097560000,0,17811170000,17811170000,0,1,0,0,0
1625,2016Q4,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,47582989000,47582989000,,103028788000,103028788000,,365142706000,365142706000,,84174534000,84174534000,,522031352000,522031352000,0,10207054000,10207054000,,101376443000,101376443000,0,1233543866000,1233543866000,0,44991660000,44991660000,,151216560000,151216560000,0,821432020000,821432020000,,776497198000,776497198000,,214896844000,214896844000,,63254433000,63254433000,,374777326000,374777326000,,123568595000,123568595000,,,0,,44934822000,44934822000,,42345433000,42345433000,,2589389000,2589389000,,86626848000,86626848000,,129276778000,129276778000,0,1233543866000,1233543866000,0,1,0,0,0
1626,2016Q4,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,372872000,372872000,,157228000,157228000,,8021331000,8021331000,,0,0,,8156617000,8156617000,0,48811000,48811000,,396938000,396938000,0,17153797000,17153797000,0,4554480000,4554480000,,1295839000,1295839000,0,6045118000,6045118000,,6045118000,6045118000,,761956000,761956000,,10850000,10850000,,5272312000,5272312000,,0,0,,0,0,,0,0,,0,0,,0,0,,4958525000,4958525000,,299835000,299835000,0,17153797000,17153797000,0,1,0,0,0
1627,2016Q4,INDUSTRIAL BANK OF KOREA,88065000,88065000,,1700103000,1700103000,,229416000,229416000,,,0,,722863000,722863000,0,40606000,40606000,,86931000,86931000,0,2867984000,2867984000,0,2184700000,2184700000,,100579000,100579000,0,515701000,515701000,,515701000,515701000,,348310000,348310000,,12955000,12955000,,154436000,154436000,,,0,,,0,,,0,,,0,,,0,,48723000,48723000,,18281000,18281000,0,2867984000,2867984000,0,1,0,0,0
1628,2016Q4,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,11806197000,11806197000,,110005423000,110005423000,,99811648000,99811648000,,1104000000,1104000000,,100998782000,100998782000,0,107144000,107144000,,-12959298000,-12959298000,0,310873896000,310873896000,0,31074990000,31074990000,,40197223000,40197223000,0,171516382000,171516382000,,125015426000,125015426000,,53806149000,53806149000,,,0,,57681898000,57681898000,,13527379000,13527379000,,,0,,46500956000,46500956000,,46255022000,46255022000,,245934000,245934000,,33484440000,33484440000,,34600861000,34600861000,0,310873896000,310873896000,0,1,0,0,0
1629,2016Q4,KEB HANA BANK,157533000,157533000,,5013857000,5013857000,,635670000,635670000,,,0,,2331038000,2331038000,0,58340000,58340000,,406783000,406783000,0,8603221000,8603221000,0,6434574000,6434574000,,983000,983000,0,1660254000,1660254000,,1660254000,1660254000,,361498000,361498000,,176065000,176065000,,1122691000,1122691000,,,0,,,0,,,0,,,0,,,0,,,0,,507410000,507410000,0,8603221000,8603221000,0,1,0,0,0
1630,2016Q4,KRUNG THAI BANK PUBLIC COMPANY LIMITED,144714000,144714000,,3329553000,3329553000,,816397000,816397000,,0,0,,36823000,36823000,0,1207000,1207000,,153241000,153241000,0,4481935000,4481935000,0,358445000,358445000,,373220000,373220000,0,3686596000,3686596000,,3686596000,3686596000,,1400585000,1400585000,,90927000,90927000,,2195084000,2195084000,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,63674000,63674000,0,4481935000,4481935000,0,1,0,0,0
1631,2016Q4,MASHREQ BANK PSC,,0,,120651000,120651000,,1130155000,1130155000,,379578000,379578000,,1553454000,1553454000,0,5657000,5657000,,402126000,402126000,0,3591621000,3591621000,0,483812000,483812000,,1308696000,1308696000,0,1410560000,1410560000,,7139000,7139000,,5155000,5155000,,66000,66000,,485000,485000,,1433000,1433000,,,0,,1403421000,1403421000,,0,0,,1403421000,1403421000,,277992000,277992000,,110561000,110561000,0,3591621000,3591621000,0,1,0,0,0
1632,2016Q4,MIZUHO BANK LTD,7142829000,7142829000,,351358000,351358000,,36915432000,36915432000,,3000000000,3000000000,,83264786000,83264786000,0,682190000,682190000,,3018107000,3018107000,0,134374702000,134374702000,0,30443353000,30443353000,,13127586000,13127586000,0,57650271000,57650271000,,57636216000,57636216000,,8842206000,8842206000,,67078000,67078000,,48726932000,48726932000,,,0,,,0,,14055000,14055000,,0,0,,14055000,14055000,,31423619000,31423619000,,1729873000,1729873000,0,134374702000,134374702000,0,1,0,0,0
1633,2016Q4,MUFG Bank Ltd,6671191000,6671191000,,10047787000,10047787000,,75559544000,75559544000,,2619073000,2619073000,,97645838000,97645838000,0,439406000,439406000,,26563623000,26563623000,0,219546462000,219546462000,0,33183753000,33183753000,,10207180000,10207180000,0,98699870000,98699870000,,98586212000,98586212000,,14404684000,14404684000,,1065849000,1065849000,,82769244000,82769244000,,346435000,346435000,,,0,,113658000,113658000,,5000,5000,,113653000,113653000,,52257527000,52257527000,,25198132000,25198132000,0,219546462000,219546462000,0,1,0,0,0
