,Quarter,Banks,1. Total Interest Income (Net of Interest Tax) (April to Date)_Domestic Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Global Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Overseas Operation,2. Interest Expense (April to Date)_Domestic Operation,2. Interest Expense (April to Date)_Global Operation,2. Interest Expense (April to Date)_Overseas Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Domestic Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Global Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Overseas Operation,4. Other Operating Income (OOI) (April to Date) _Domestic Operation,4. Other Operating Income (OOI) (April to Date) _Global Operation,4. Other Operating Income (OOI) (April to Date) _Overseas Operation,5. Total Operating Income (April to Date) [3 + 4]_Domestic Operation,5. Total Operating Income (April to Date) [3 + 4]_Global Operation,5. Total Operating Income (April to Date) [3 + 4]_Overseas Operation,6. Operating Expense (OE) (April to Date)_Domestic Operation,6. Operating Expense (OE) (April to Date)_Global Operation,6. Operating Expense (OE) (April to Date)_Overseas Operation,Of Which: Staff Expenses (April to Date)_Domestic Operation,Of Which: Staff Expenses (April to Date)_Global Operation,Of Which: Staff Expenses (April to Date)_Overseas Operation,7. Net Operating Income (April to Date) [5 - 6]_Domestic Operation,7. Net Operating Income (April to Date) [5 - 6]_Global Operation,7. Net Operating Income (April to Date) [5 - 6]_Overseas Operation,8. Capital Gains/(Losses) (April to Date)_Domestic Operation,8. Capital Gains/(Losses) (April to Date)_Global Operation,8. Capital Gains/(Losses) (April to Date)_Overseas Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Domestic Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Global Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Overseas Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Domestic Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Global Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Overseas Operation,11. Risk Provisions - Total (April to Date)_Domestic Operation,11. Risk Provisions - Total (April to Date)_Global Operation,11. Risk Provisions - Total (April to Date)_Overseas Operation,12. Write Offs - Total (April to Date) _Domestic Operation,12. Write Offs - Total (April to Date) _Global Operation,12. Write Offs - Total (April to Date) _Overseas Operation,13. Provisions For Liabilities (April to Date) _Domestic Operation,13. Provisions For Liabilities (April to Date) _Global Operation,13. Provisions For Liabilities (April to Date) _Overseas Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Domestic Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Global Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Overseas Operation,15. Provision For Income Taxes (April to Date) _Domestic Operation,15. Provision For Income Taxes (April to Date) _Global Operation,15. Provision For Income Taxes (April to Date) _Overseas Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Domestic Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Global Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
2386,2018Q4,INDUSTRIAL BANK OF KOREA,178008000,178008000,0,14307000,14307000,,163701000,163701000,0,75353000,75353000,,239054000,239054000,0,92518000,92518000,,40675000,40675000,,146536000,146536000,0,,0,,,0,,146536000,146536000,0,1834000,1834000,,,0,,3517000,3517000,,141185000,141185000,0,55409000,55409000,,85776000,85776000,0,1,0,0,0
2387,2018Q4,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,17596480000,17596480000,0,5814201000,5814201000,,11782279000,11782279000,0,5708248000,5708248000,,17490527000,17490527000,0,2751943000,2751943000,,1349959000,1349959000,,14738584000,14738584000,0,-22000,-22000,,0,0,,14738562000,14738562000,0,-274089000,-274089000,,0,0,,0,0,,15012651000,15012651000,0,6442000000,6442000000,,8570651000,8570651000,0,1,0,0,0
2388,2018Q4,KEB HANA BANK,576450000,576450000,0,238465000,238465000,,337985000,337985000,0,123099000,123099000,,461084000,461084000,0,135222000,135222000,,58790000,58790000,,325862000,325862000,0,,0,,,0,,325862000,325862000,0,185324000,185324000,,,0,,,0,,140538000,140538000,0,142336000,142336000,,-1798000,-1798000,0,1,0,0,0
2389,2018Q4,KRUNG THAI BANK PUBLIC COMPANY LIMITED,242043000,242043000,0,109131000,109131000,,132912000,132912000,0,5322000,5322000,,138234000,138234000,0,36529000,36529000,,10282000,10282000,,101705000,101705000,0,-430000,-430000,,0,0,,101275000,101275000,0,0,0,,0,0,,0,0,,101275000,101275000,0,44077000,44077000,,57198000,57198000,0,1,0,0,0
2390,2018Q4,MASHREQ BANK PSC,195185000,195185000,0,31734000,31734000,,163451000,163451000,0,264959000,264959000,,428410000,428410000,0,174633000,174633000,,64089000,64089000,,253777000,253777000,0,31000,31000,,0,0,,253808000,253808000,0,-23678000,-23678000,,0,0,,0,0,,277486000,277486000,0,104269000,104269000,,173217000,173217000,0,1,0,0,0
2391,2018Q4,MIZUHO BANK LTD,7023509000,7023509000,0,3094477000,3094477000,,3929032000,3929032000,0,966058000,966058000,,4895090000,4895090000,0,1602860000,1602860000,,685634000,685634000,,3292230000,3292230000,0,874000,874000,,,0,,3293104000,3293104000,0,397210000,397210000,,,0,,,0,,2895894000,2895894000,0,1444000000,1444000000,,1451894000,1451894000,0,1,0,0,0
2392,2018Q4,MUFG Bank Ltd,10922746000,10922746000,0,6814127000,6814127000,,4108619000,4108619000,0,3135006000,3135006000,,7243625000,7243625000,0,1774980000,1774980000,,943410000,943410000,,5468645000,5468645000,0,-3020000,-3020000,,,0,,5465625000,5465625000,0,730259000,730259000,,,0,,,0,,4735366000,4735366000,0,2241527000,2241527000,,2493839000,2493839000,0,1,0,0,0
2393,2018Q4,NATIONAL AUSTRALIA BANK,413404000,413404000,0,6360000,6360000,,407044000,407044000,0,4840000,4840000,,411884000,411884000,0,206525000,206525000,,91097000,91097000,,205359000,205359000,0,,0,,,0,,205359000,205359000,0,-5400000,-5400000,,,0,,,0,,210759000,210759000,0,102926000,102926000,,107833000,107833000,0,1,0,0,0
2394,2018Q4,NatWest Markets Plc,1668589000,1668589000,0,547898000,547898000,,1120691000,1120691000,0,316936000,316936000,,1437627000,1437627000,0,590043000,590043000,,317377000,317377000,,847584000,847584000,0,28400000,28400000,,0,0,,875984000,875984000,0,-1142961000,-1142961000,,1147367000,1147367000,,0,0,,871578000,871578000,0,32635000,32635000,,838943000,838943000,0,1,0,0,0
2395,2018Q4,PT BANK MAYBANK INDONESIA TBK,108225000,108225000,0,12176000,12176000,,96049000,96049000,0,28616000,28616000,,124665000,124665000,0,134123000,134123000,,79045000,79045000,,-9458000,-9458000,0,6000,6000,,,0,,-9452000,-9452000,0,591000,591000,,,0,,,0,,-10043000,-10043000,0,,0,,-10043000,-10043000,0,1,0,0,0
2396,2018Q4,Qatar National Bank (Q.P.S.C.),192498000,192498000,0,18617000,18617000,,173881000,173881000,0,2014000,2014000,,175895000,175895000,0,195155000,195155000,,74219000,74219000,,-19260000,-19260000,0,,0,,,0,,-19260000,-19260000,0,7133000,7133000,,,0,,,0,,-26393000,-26393000,0,,0,,-26393000,-26393000,0,1,0,0,0
2397,2018Q4,SBERBANK,150920000,150920000,0,423000,423000,,150497000,150497000,0,216443000,216443000,,366940000,366940000,0,166221000,166221000,,112749000,112749000,,200719000,200719000,0,,0,,,0,,200719000,200719000,0,74000,74000,,,0,,,0,,200645000,200645000,0,302000,302000,,200343000,200343000,0,1,0,0,0
2398,2018Q4,SBM BANK (INDIA) LTD.,98115000,98115000,0,59936000,59936000,,38179000,38179000,0,12468000,12468000,,50647000,50647000,0,38106000,38106000,,16416000,16416000,,12541000,12541000,0,3000,3000,,0,0,,12544000,12544000,0,-867000,-867000,,0,0,,0,0,,13411000,13411000,0,0,0,,13411000,13411000,0,1,0,0,0
2399,2018Q4,SHINHAN BANK,4333818000,4333818000,0,2939566000,2939566000,,1394252000,1394252000,0,479727000,479727000,,1873979000,1873979000,0,743415000,743415000,,416452000,416452000,,1130564000,1130564000,0,53000,53000,,,0,,1130617000,1130617000,0,152203000,152203000,,,0,,,0,,978414000,978414000,0,410250000,410250000,,568164000,568164000,0,1,0,0,0
2400,2018Q4,SOCIETE GENERALE,2258863000,2258863000,0,1342300000,1342300000,,916563000,916563000,0,585627000,585627000,,1502190000,1502190000,0,983895000,983895000,,413646000,413646000,,518295000,518295000,0,-1252000,-1252000,,18435000,18435000,,535478000,535478000,0,768517000,768517000,,0,0,,0,0,,-233039000,-233039000,0,-72100000,-72100000,,-160939000,-160939000,0,1,0,0,0
2401,2018Q4,SONALI BANK,29699000,29699000,0,15590000,15590000,,14109000,14109000,0,79568000,79568000,,93677000,93677000,0,43347000,43347000,,29970000,29970000,,50330000,50330000,0,,0,,,0,,50330000,50330000,0,1687000,1687000,,,0,,,0,,48643000,48643000,0,,0,,48643000,48643000,0,1,0,0,0
2402,2018Q4,STANDARD CHARTERED BANK,76470655000,76470655000,0,34545356000,34545356000,,41925299000,41925299000,0,10272544000,10272544000,,52197843000,52197843000,0,26536347000,26536347000,,11708829000,11708829000,,25661496000,25661496000,0,14590000,14590000,,0,0,,25676086000,25676086000,0,418940000,418940000,,-630766000,-630766000,,0,0,,25887912000,25887912000,0,10325123000,10325123000,,15562789000,15562789000,0,1,0,0,0
2403,2018Q4,SUMITOMO MITSUI BANKING CORPORATION,7829404000,7829404000,0,5003734000,5003734000,,2825670000,2825670000,0,408876000,408876000,,3234546000,3234546000,0,1008413000,1008413000,,532832000,532832000,,2226133000,2226133000,0,181000,181000,,,0,,2226314000,2226314000,0,196855000,196855000,,,0,,,0,,2029459000,2029459000,0,995830000,995830000,,1033629000,1033629000,0,1,0,0,0
2404,2018Q4,UNITED OVERSEAS BANK LTD,736332000,736332000,0,247957000,247957000,,488375000,488375000,0,54565000,54565000,,542940000,542940000,0,198089000,198089000,,126866000,126866000,,344851000,344851000,0,0,0,,0,0,,344851000,344851000,0,402930000,402930000,,0,0,,0,0,,-58079000,-58079000,0,-27300000,-27300000,,-30779000,-30779000,0,1,0,0,0
2405,2018Q4,WESTPAC BANKING CORPORATION,910334000,910334000,0,441827000,441827000,,468507000,468507000,0,96852000,96852000,,565359000,565359000,0,271972000,271972000,,120038000,120038000,,293387000,293387000,0,20000,20000,,,0,,293407000,293407000,0,-21200000,-21200000,,,0,,,0,,314607000,314607000,0,128160000,128160000,,186447000,186447000,0,1,0,0,0
2406,2018Q4,WOORI BANK,1608867000,1608867000,0,1034946000,1034946000,,573921000,573921000,0,140517000,140517000,,714438000,714438000,0,329162000,329162000,,138541000,138541000,,385276000,385276000,0,,0,,,0,,385276000,385276000,0,109244000,109244000,,,0,,,0,,276032000,276032000,0,120571000,120571000,,155461000,155461000,0,1,0,0,0
2407,2018Q4,AXIS BANK LIMITED,383988800000,401877200000,17888400000,228039900000,241851500000,13811600000,155948900000,160025700000,4076800000,85879600000,96072000000,10192400000,241828500000,256097700000,14269200000,115178800000,116159500000,980700000,35552400000,36050400000,498000000,126649700000,139938200000,13288500000,-31200000,-31200000,0,0,0,0,126618500000,139907000000,13288500000,9522000000,20187000000,10665000000,66779200000,73008900000,6229700000,0,0,0,50317300000,46711100000,-3606200000,14995500000,14995500000,0,35321800000,31715600000,-3606200000,0,1,0,0
2408,2018Q4,BANDHAN BANK LIMITED,48113660000,48113660000,0,15727403000,15727403000,,32386257000,32386257000,0,6751717000,6751717000,,39137974000,39137974000,0,13188640000,13188640000,,7387632000,7387632000,,25949334000,25949334000,0,505000,505000,,0,0,,25949839000,25949839000,0,3988663000,3988663000,,1829872000,1829872000,,0,0,,20131304000,20131304000,0,7124997000,7124997000,,13006307000,13006307000,0,0,1,0,0
2409,2018Q4,CITY UNION BANK LIMITED,27826124000,27826124000,0,15917250000,15917250000,,11908874000,11908874000,0,3647569000,3647569000,,15556443000,15556443000,0,6561754000,6561754000,,2730417000,2730417000,,8994689000,8994689000,0,27425000,27425000,,,0,,9022114000,9022114000,0,2244671000,2244671000,,,0,,,0,,6777443000,6777443000,0,1700000000,1700000000,,5077443000,5077443000,0,0,1,0,0
2410,2018Q4,CSB BANK LIMITED,9935179000,9935179000,0,6740596000,6740596000,,3194583000,3194583000,0,904874000,904874000,,4099457000,4099457000,0,3580305000,3580305000,,2341990000,2341990000,,519152000,519152000,0,-4397000,-4397000,,,0,,514755000,514755000,0,1229046000,1229046000,,,0,,,0,,-714291000,-714291000,0,-246535000,-246535000,,-467756000,-467756000,0,0,1,0,0
2411,2018Q4,DCB BANK LIMITED,22143900000,22143900000,0,13659700000,13659700000,,8484200000,8484200000,0,2509900000,2509900000,,10994100000,10994100000,0,6379000000,6379000000,,3291100000,3291100000,,4615100000,4615100000,0,-1900000,-1900000,,,0,,4613200000,4613200000,0,640500000,640500000,,412300000,412300000,,,0,,3560400000,3560400000,0,1270000000,1270000000,,2290400000,2290400000,0,0,1,0,0
2412,2018Q4,FEDERAL BANK LTD,83046021000,83867124000,821103000,52432535000,53068869000,636333000,30613486000,30798255000,184770000,9359118000,9393412000,34293000,39972604000,40191667000,219063000,20095813000,20107728000,11916000,10070035000,10076135000,6100000,19876791000,20083939000,207147000,-461000,-461000,0,0,0,0,19876330000,20083478000,207147000,6294751000,6294751000,0,486102000,486102000,0,0,0,0,13095477000,13302625000,207147000,4678800000,4678800000,0,8416677000,8623825000,207147000,0,1,0,0
2413,2018Q4,HDFC BANK LTD.,719026773000,726387992000,7369949000,369592633000,374850733000,5266829000,349434140000,351537259000,2103120000,128986256000,129604576000,924242000,478420396000,481141835000,3027362000,188459627000,188802886000,649181000,56416563000,56873558000,456994000,287886789000,290215639000,2328851000,65292000,65278000,-14000,0,0,0,287952081000,290280917000,2328837000,54763391000,54257531000,-505861000,1219809000,1219809000,0,2350966000,2350966000,0,229617915000,232452611000,2834698000,80464833000,80522354000,57521000,149153082000,151930257000,2777177000,0,1,0,0
2414,2018Q4,ICICI BANK LIMITED,435369440000,460745427000,25375987000,244412671000,267136572000,22723901000,190956769000,193608855000,2652086000,104403331000,126039232000,21635901000,295360100000,319648087000,24287987000,127121227000,130813721000,3692494000,47157240000,49092549000,1935309000,168098043000,188693536000,20595493000,9109000,9001000,-108000,0,0,0,168107152000,188702537000,20595385000,69271495000,113349780000,44078285000,23959502000,45404957000,21445455000,0,0,0,74876155000,29947800000,-44928355000,5131403000,6005419000,874016000,69744752000,23942381000,-45802371000,0,1,0,0
2415,2018Q4,IDBI BANK LIMITED,162867035000,166365039000,3498004000,117350639000,123119143000,5768504000,45516396000,43245896000,-2270500000,20521420000,21823369000,1301949000,66037816000,65069265000,-968551000,37768924000,37873189000,104266000,15832036000,15869050000,37015000,28268892000,27196076000,-1072817000,-629405000,-633660000,-4255000,0,0,0,27639487000,26562416000,-1077072000,150991029000,166158464000,15167435000,11848422000,13347909000,1499487000,463276000,3958741000,3495465000,-135663240000,-156902698000,-21239459000,-54924147000,-54924147000,0,-80739093000,-101978551000,-21239459000,0,1,1,0
2416,2018Q4,IDFC FIRST BANK LIMITED,82864724000,82864724000,0,62331554000,62331554000,,20533170000,20533170000,0,6566764000,6566764000,,27099934000,27099934000,0,47391503000,47391503000,,7701611000,7701611000,,-20291569000,-20291569000,0,-14072000,-14072000,,0,0,,-20305641000,-20305641000,0,-2159396000,-2159396000,,10638448000,10638448000,,0,0,,-28784693000,-28784693000,0,-11523211000,-11523211000,,-17261482000,-17261482000,0,0,1,0,0
2417,2018Q4,INDUSIND BANK LTD,160762822000,162700082000,1937260000,95303138000,96559038000,1255900000,65459684000,66141044000,681360000,40407345000,40882430000,475085000,105867029000,107023474000,1156445000,46692128000,46810032000,117904000,13715638000,13722688000,7050000,59174901000,60213442000,1038541000,-8088000,-8088000,0,0,0,0,59166813000,60205354000,1038541000,8783375000,8783375000,0,6686300000,6686300000,0,0,0,0,43697138000,44735679000,1038541000,15325677000,15325677000,0,28371461000,29410002000,1038541000,0,1,0,0
2418,2018Q4,JAMMU & KASHMIR BANK LTD,56056625000,56056625000,0,31529910000,31529910000,,24526715000,24526715000,0,4090601000,4090601000,,28617316000,28617316000,0,17444267000,17444267000,,11505724000,11505724000,,11173049000,11173049000,0,0,0,,0,0,,11173049000,11173049000,0,6802178000,6802178000,,0,0,,0,0,,4370871000,4370871000,0,1869959000,1869959000,,2500912000,2500912000,0,0,1,0,0
2419,2018Q4,KARNATAKA BANK LTD,43746748000,43746748000,0,29504279000,29504279000,,14242469000,14242469000,0,7113013000,7113013000,,21355482000,21355482000,0,10100365000,10100365000,,4021120000,4021120000,,11255117000,11255117000,0,673000,673000,,,0,,11255790000,11255790000,0,6242650000,6242650000,,0,0,,,0,,5013140000,5013140000,0,858022000,858022000,,4155118000,4155118000,0,0,1,0,0
2420,2018Q4,KARUR VYSYA BANK LTD,43422255000,43422255000,0,25986396000,25986396000,,17435859000,17435859000,0,6887065000,6887065000,,24322924000,24322924000,0,11878867000,11878867000,,5488879000,5488879000,,12444057000,12444057000,0,16162000,16162000,,,0,,12460219000,12460219000,0,10362159000,10362159000,,,0,,,0,,2098060000,2098060000,0,589602000,589602000,,1508458000,1508458000,0,0,1,0,0
2421,2018Q4,KOTAK MAHINDRA BANK LTD.,174343088000,175409405000,1066318000,92458485000,93298515000,840030000,81884603000,82110890000,226288000,32780802000,33169116000,388314000,114665405000,115280006000,614602000,54681974000,54789132000,107159000,23015365000,23026532000,11168000,59983431000,60490874000,507443000,168331000,168331000,0,,,,60151762000,60659205000,507443000,7197027000,7197027000,,714302000,714302000,,,,,52240433000,52747876000,507443000,18172648000,18172648000,,34067785000,34575228000,507443000,0,1,0,0
2422,2018Q4,LAKSHMI VILAS BANK LTD,21578467000,21578467000,0,17376969000,17376969000,,4201498000,4201498000,0,1918087000,1918087000,,6119585000,6119585000,0,6035671000,6035671000,,2902363000,2902363000,,83914000,83914000,0,8310000,8310000,,,0,,92224000,92224000,0,7977882000,7977882000,,,0,,,0,,-7885658000,-7885658000,0,-1589000000,-1589000000,,-6296658000,-6296658000,0,0,1,0,0
2423,2018Q4,NAINITAL BANK LTD,4904098000,4904098000,0,3191653000,3191653000,,1712445000,1712445000,0,196101000,196101000,,1908546000,1908546000,0,1037781000,1037781000,,628647000,628647000,,870765000,870765000,0,,0,,,0,,870765000,870765000,0,385557000,385557000,,,0,,,0,,485208000,485208000,0,211100000,211100000,,274108000,274108000,0,0,1,0,0
2424,2018Q4,RBL BANK LIMITED,44165067000,44665953000,500886000,26352145000,26658289000,306144000,17812922000,18007664000,194742000,10303467000,10331576000,28109000,28116389000,28339240000,222851000,14518328000,14540536000,22208000,4658853000,4679771000,20918000,13598061000,13798704000,200643000,-217000,-217000,0,0,0,0,13597844000,13798487000,200643000,2976603000,2974119000,-2484000,1146120000,1146120000,0,286889000,286889000,0,9188232000,9391359000,203127000,3193583000,3193583000,0,5994649000,6197776000,203127000,0,1,0,0
2425,2018Q4,SOUTH INDIAN BANK LTD,50855798000,50855798000,0,35652371000,35652371000,,15203427000,15203427000,0,4905566000,4905566000,,20108993000,20108993000,0,10994669000,10994669000,,6095214000,6095214000,,9114324000,9114324000,0,0,0,,0,0,,9114324000,9114324000,0,6251355000,6251355000,,141910000,141910000,,0,0,,2721059000,2721059000,0,950800000,950800000,,1770259000,1770259000,0,0,1,0,0
2426,2018Q4,TAMILNAD MERCANTILE BANK LTD,23830163000,23830163000,0,14720149000,14720149000,,9110014000,9110014000,0,2862013000,2862013000,,11972027000,11972027000,0,5738114000,5738114000,,3025026000,3025026000,,6233913000,6233913000,0,0,0,,0,0,,6233913000,6233913000,0,5008996000,5008996000,,0,0,,0,0,,1224917000,1224917000,0,428100000,428100000,,796817000,796817000,0,0,1,0,0
2427,2018Q4,THE DHANALAKSHMI BANK LTD,7296452000,7296452000,0,4698668000,4698668000,,2597784000,2597784000,0,258742000,258742000,,2856526000,2856526000,0,2343381000,2343381000,,1284759000,1284759000,,513145000,513145000,0,-2721000,-2721000,,,0,,510424000,510424000,0,642309000,642309000,,27577000,27577000,,,0,,-159462000,-159462000,0,,0,,-159462000,-159462000,0,0,1,0,0
2428,2018Q4,YES BANK LTD.,209501685000,217682185000,8180500000,139259232000,144651117000,5391885000,70242453000,73031068000,2788615000,37054271000,40582689000,3528418000,107296724000,113613757000,6317033000,44575929000,45500593000,924664000,18086095000,18099497000,13402000,62737137000,68129506000,5392369000,1919000,1919000,0,0,0,0,62739056000,68131425000,5392369000,17149079000,17796296000,647217000,3378648000,3378648000,0,0,0,0,42211329000,46956481000,4745152000,14687387000,14687387000,0,27523942000,32269094000,4745152000,0,1,0,0
2429,2018Q4,ALLAHABAD BANK,127010752000,128273020000,1262268000,84991868000,85744802000,752934000,42018884000,42528218000,509334000,11330662000,11343406000,12744000,53349546000,53871624000,522078000,32452041000,32544117000,92076000,18792013000,18817504000,25491000,20897505000,21327507000,430002000,,,,,,,20897505000,21327507000,430002000,67092877000,67488266000,395389000,,,,-1346264000,-1346264000,,-44849108000,-44814495000,34613000,228283000,184438000,-43845000,-45077391000,-44998933000,78458000,0,0,1,0
2430,2018Q4,ANDHRA BANK,140793009000,140793009000,0,91925186000,91925186000,,48867823000,48867823000,0,15841380000,15841380000,,64709203000,64709203000,0,27252140000,27252140000,,16282849000,16282849000,,37457063000,37457063000,0,2955000,2955000,,0,0,,37460018000,37460018000,0,49223992000,49223992000,,111220000,111220000,,,0,,-11875194000,-11875194000,0,3650000000,3650000000,,-15525194000,-15525194000,0,0,0,1,0
2431,2018Q4,BANK OF BARODA,327880362000,369120370000,41240008000,210486839000,232951825000,22464986000,117393523000,136168545000,18775022000,35963813000,41057874000,5094061000,153357336000,177226419000,23869083000,76633941000,81113998000,4480057000,34079371000,36261265000,2181894000,76723395000,96112421000,19389026000,145784000,147904000,2120000,0,0,0,76869179000,96260325000,19391146000,62743657000,91231354000,28487697000,0,-17337538000,-17337538000,0,0,0,14125522000,22366509000,8240987000,4632081000,8117584000,3485503000,9493441000,14248925000,4755484000,0,0,1,0
2432,2018Q4,BANK OF INDIA,263308413000,299536886000,36228473000,178016803000,203404201000,25387396000,85291610000,96132685000,10841077000,33965846000,35290461000,1324615000,119257456000,131423146000,12165692000,70063101000,73533004000,3469903000,38587555000,39871721000,1284166000,49194355000,57890142000,8695789000,,,,,,,49194355000,57890142000,8695789000,144873355000,149081849000,4208494000,,,,,,,-95679000000,-91191707000,4487295000,-35378219000,-33204683000,2173536000,-60300781000,-57987024000,2313759000,0,0,1,0
2433,2018Q4,BANK OF MAHARASHTRA,80758344000,80758344000,0,53408400000,53408400000,,27349944000,27349944000,0,11602457000,11602457000,,38952401000,38952401000,0,21989900000,21989900000,,13331000000,13331000000,,16962501000,16962501000,0,1872000,1872000,,,0,,16964373000,16964373000,0,69121473000,69121473000,,,0,,,0,,-52157100000,-52157100000,0,-3594500000,-3594500000,,-48562600000,-48562600000,0,0,0,1,0
2434,2018Q4,CANARA BANK,337777852000,346718662000,8940810000,228352030000,236938860000,8586830000,109425822000,109779802000,353980000,45929615000,47130117000,1200502000,155355437000,156909919000,1554482000,79811330000,80735808000,924478000,46115324000,46352358000,237034000,75544107000,76174111000,630004000,0,0,0,0,0,0,75544107000,76174111000,630004000,73295746000,73947772000,652026000,0,0,0,0,0,0,2248361000,2226339000,-22022000,-6804878000,-6759219000,45659000,9053239000,8985558000,-67681000,0,0,1,0
2435,2018Q4,CENTRAL BANK OF INDIA,171617500000,171617500000,0,119920300000,119920300000,,51697200000,51697200000,0,12692500000,12692500000,,64389700000,64389700000,0,48313100000,48313100000,,30198700000,30198700000,,16076600000,16076600000,0,0,0,,0,0,,16076600000,16076600000,0,65628900000,65628900000,,0,0,,0,0,,-49552300000,-49552300000,0,-17911600000,-17911600000,,-31640700000,-31640700000,0,0,0,1,0
2436,2018Q4,CORPORATION BANK,119792591000,119792591000,0,76544169000,76544169000,,43248422000,43248422000,0,13275628000,13275628000,,56524050000,56524050000,0,24519300000,24519300000,,12612241000,12612241000,,32004750000,32004750000,0,2214000,2214000,,,0,,32006964000,32006964000,0,29278169000,29278169000,,,0,,,0,,2728795000,2728795000,0,243704000,243704000,,2485091000,2485091000,0,0,0,1,0
2437,2018Q4,DENA BANK,64813163000,64813163000,0,43819923000,43819923000,,20993240000,20993240000,0,7487164000,7487164000,,28480404000,28480404000,0,19297594000,19297594000,,12694075000,12694075000,,9182810000,9182810000,0,99289000,99289000,,0,0,,9282099000,9282099000,0,-15978624000,-15978624000,,39984964000,39984964000,,0,0,,-14724241000,-14724241000,0,-1555400000,-1555400000,,-13168841000,-13168841000,0,0,0,1,0
